Year,Station,Variety,Category,Rep,Yield,GD
2017,Barishal,BRRI dhan30,Long,2,5.31,140
2017,Barishal,BRRI dhan31,Long,2,4.54,140
2017,Barishal,BRRI dhan40,Long,2,4.73,140
2017,Barishal,BR10,Long,3,5.12,140
2017,Barishal,BR11,Long,3,4.55,140
2017,Barishal,BRRI dhan30,Long,3,4.89,140
2017,Barishal,BRRI dhan31,Long,3,4.25,140
2017,Barishal,BRRI dhan40,Long,3,4.68,140
2017,Cumilla,BR3,Long,1,3.33,140
2017,Cumilla,BR22,Long,1,1.98,140
2017,Cumilla,BRRI dhan40,Long,1,1.71,140
2017,Cumilla,BRRI dhan44,Long,1,3.2,140
2017,Cumilla,BRRI dhan52,Long,1,1.7,140
2017,Cumilla,BRRI dhan44,Long,2,3.49,140
2017,Cumilla,BRRI dhan51,Long,2,2.85,140
2017,Cumilla,BRRI dhan44,Long,3,3.34,140
2017,Cumilla,BRRI dhan52,Long,3,2.92,140
2017,Gazipur,BRRI dhan30,Long,1,4.9,140
2017,Gazipur,BRRI dhan54,Medium,1,1.79,140
2017,Gazipur,BRRI dhan30,Long,2,4.69,140
2017,Gazipur,BRRI dhan54,Medium,2,1.71,140
2017,Gazipur,BRRI dhan30,Long,3,3.77,140
2017,Gazipur,BRRI dhan54,Medium,3,1.49,140
2017,Kushtia,BRRI dhan37,Long,1,2.67,140
2017,Kushtia,BRRI dhan44,Long,1,4.37,140
2017,Kushtia,BRRI dhan52,Long,1,4.41,140
2017,Kushtia,BRRI dhan72,Medium,1,4.65,140
2017,Kushtia,BR25,Medium,2,3.8,140
2017,Kushtia,BRRI dhan72,Medium,2,4.65,140
2017,Kushtia,BRRI dhan31,Long,3,4.13,140
2017,Kushtia,BRRI dhan37,Long,3,2.64,140
2017,Kushtia,BRRI dhan38,Long,3,2.65,140
2017,Kushtia,BRRI dhan52,Long,3,4.37,140
2017,Kushtia,BRRI dhan72,Medium,3,4.56,140
2017,Rajshahi,BRRI dhan51,Long,1,4.05,140
2017,Rajshahi,BRRI dhan52,Long,1,3.94,140
2017,Rajshahi,BRRI dhan54,Medium,1,4.28,140
2017,Rajshahi,BR4,Long,2,4.68,140
2017,Rajshahi,BR11,Long,2,4,140
2017,Rajshahi,BRRI dhan30,Long,2,3.28,140
2017,Rajshahi,BRRI dhan51,Long,2,4.37,140
2017,Rajshahi,BRRI dhan52,Long,2,5.19,140
2017,Rajshahi,BRRI dhan54,Medium,2,3.71,140
2017,Rajshahi,BR4,Long,3,3.5,140
2017,Rajshahi,BR5,Long,3,3.36,140
2017,Rajshahi,BR11,Long,3,4.88,140
2017,Rajshahi,BRRI dhan30,Long,3,5.33,140
2017,Rajshahi,BRRI dhan52,Long,3,4.13,140
2017,Rajshahi,BRRI dhan54,Medium,3,3.43,140
2017,Rajshahi,BRRI dhan77,Long,3,4.21,140
2017,Rangpur,BRRI dhan40,Long,1,4.23,140
2017,Rangpur,BRRI dhan77,Long,1,1.84,140
2017,Rangpur,BR10,Long,2,4.27,140
2017,Rangpur,BRRI dhan40,Long,2,4.26,140
2017,Rangpur,BRRI dhan77,Long,2,3.37,140
2017,Rangpur,BR4,Long,3,4.55,140
2017,Rangpur,BRRI dhan40,Long,3,3.65,140
2017,Satkhira,BR4,Long,1,4.46,140
2017,Satkhira,BR5,Long,1,4.02,140
2017,Satkhira,BR11,Long,1,4.88,140
2017,Satkhira,BRRI dhan49,Medium,1,4.94,140
2017,Satkhira,BRRI dhan51,Long,1,3.92,140
2017,Satkhira,BR10,Long,2,4.77,140
2017,Satkhira,BRRI dhan49,Medium,2,5.54,140
2017,Satkhira,BRRI dhan70,Medium,2,4.46,140
2017,Satkhira,BRRI dhan77,Long,2,4.77,140
2017,Satkhira,BR10,Long,3,4.56,140
2017,Satkhira,BR22,Long,3,4.32,140
2017,Satkhira,BRRI dhan49,Medium,3,4.71,140
2017,Satkhira,BRRI dhan70,Medium,3,3.91,140
2017,Cumilla,BRRI dhan46,Long,1,4.17,141
2017,Kushtia,BRRI dhan46,Long,1,3.69,141
2015,Bhanga,BRRI dhan32,Medium,1,3.07,141
2015,Cumilla,BRRI dhan32,Medium,2,5.45,141
2015,Cumilla,BRRI dhan49,Medium,2,4.95,141
2015,Cumilla,BRRI dhan54,Medium,2,4.47,141
2015,Cumilla,BRRI dhan54,Medium,3,3.33,141
2015,Kushtia,BRRI dhan49,Medium,1,5.69,141
2015,Rajshahi,BRRI dhan30,Long,1,5.92,141
2015,Rajshahi,BRRI dhan52,Long,1,6,141
2015,Rajshahi,BR5,Long,2,3.49,141
2015,Rajshahi,BRRI dhan41,Long,2,3.51,141
2015,Rajshahi,BRRI dhan41,Long,3,3.93,141
2015,Satkhira,BR11,Long,1,6.04,141
2015,Satkhira,BR11,Long,3,6.13,141
2015,Satkhira,BRRI dhan44,Long,3,4.2,141
2016,Bhanga,BRRI dhan44,Long,2,4.04,141
2016,Bhanga,BRRI dhan44,Long,3,3.85,141
2016,Cumilla,BRRI dhan49,Medium,3,5.35,141
2016,Cumilla,BRRI dhan51,Long,3,4.32,141
2016,Gazipur,BR11,Long,1,4.99,141
2016,Gazipur,BR11,Long,2,5.56,141
2016,Gazipur,BR11,Long,3,5.62,141
2016,Kushtia,BR4,Long,1,5.49,141
2016,Kushtia,BR10,Long,1,3.96,141
2016,Kushtia,BR11,Long,1,5.04,141
2016,Kushtia,BRRI dhan40,Long,1,4.55,141
2016,Kushtia,BRRI dhan44,Long,1,3.18,141
2016,Kushtia,BRRI dhan77,Long,1,5.03,141
2016,Kushtia,BR4,Long,2,5.5,141
2016,Kushtia,BR10,Long,2,5.53,141
2016,Kushtia,BR11,Long,2,3.63,141
2016,Kushtia,BRRI dhan40,Long,2,4.55,141
2016,Kushtia,BRRI dhan44,Long,2,5.03,141
2016,Kushtia,BRRI dhan77,Long,2,3.72,141
2016,Kushtia,BR4,Long,3,5.05,141
2016,Kushtia,BR10,Long,3,5.51,141
2016,Kushtia,BR11,Long,3,4.13,141
2016,Kushtia,BRRI dhan40,Long,3,4.63,141
2016,Kushtia,BRRI dhan44,Long,3,4.55,141
2016,Kushtia,BRRI dhan77,Long,3,4.14,141
2016,Rajshahi,BR4,Long,1,4.61,141
2016,Rajshahi,BR11,Long,1,6.6,141
2016,Rajshahi,BRRI dhan41,Long,1,6.97,141
2016,Rajshahi,BRRI dhan41,Long,2,6.53,141
2016,Rajshahi,BRRI dhan53,Medium,2,5.69,141
2016,Rajshahi,BR5,Long,3,4.56,141
2016,Rajshahi,BRRI dhan41,Long,3,6.01,141
2016,Satkhira,BR25,Medium,1,6.57,141
2016,Satkhira,BRRI dhan51,Long,1,4.77,141
2016,Satkhira,BRRI dhan52,Long,1,4.62,141
2016,Satkhira,BR25,Medium,2,5.59,141
2016,Satkhira,BRRI dhan52,Long,2,4.88,141
2016,Satkhira,BR25,Medium,3,5.58,141
2016,Satkhira,BRRI dhan31,Long,3,4.47,141
2016,Satkhira,BRRI dhan51,Long,3,4.86,141
2017,Bhanga,BRRI dhan40,Long,1,3.02,141
2017,Cumilla,BR5,Long,1,2.05,141
2017,Cumilla,BRRI dhan51,Long,1,2.69,141
2017,Cumilla,BR5,Long,2,1.62,141
2017,Cumilla,BR22,Long,2,2.81,141
2017,Cumilla,BRRI dhan40,Long,2,2.09,141
2017,Cumilla,BR5,Long,3,1.84,141
2017,Cumilla,BR22,Long,3,2.39,141
2017,Cumilla,BRRI dhan40,Long,3,1.9,141
2017,Cumilla,BRRI dhan51,Long,3,2.77,141
2017,Gazipur,BRRI dhan77,Long,1,3,141
2017,Gazipur,BRRI dhan77,Long,2,2.63,141
2017,Gazipur,BRRI dhan77,Long,3,2.24,141
2017,Kushtia,BRRI dhan70,Medium,1,3.5,141
2017,Kushtia,BRRI dhan76,Long,1,3.63,141
2017,Kushtia,BRRI dhan41,Long,2,3.61,141
2017,Kushtia,BRRI dhan49,Medium,2,3.73,141
2017,Kushtia,BRRI dhan70,Medium,2,3.81,141
2017,Kushtia,BRRI dhan76,Long,2,3.59,141
2017,Kushtia,BR25,Medium,3,3.78,141
2017,Kushtia,BRRI dhan70,Medium,3,3.78,141
2017,Kushtia,BRRI dhan76,Long,3,4.38,141
2017,Rajshahi,BR4,Long,1,3.92,141
2017,Rajshahi,BR11,Long,1,4.81,141
2017,Rajshahi,BR5,Long,2,2.85,141
2017,Rajshahi,BRRI dhan41,Long,2,5.2,141
2017,Rajshahi,BRRI dhan41,Long,3,3.62,141
2017,Rajshahi,BRRI dhan53,Medium,3,3.37,141
2017,Rangpur,BR4,Long,1,4.36,141
2017,Rangpur,BR10,Long,1,3.24,141
2017,Rangpur,BR11,Long,1,4.24,141
2017,Rangpur,BRRI dhan30,Long,1,4.17,141
2017,Rangpur,BRRI dhan51,Long,1,3.31,141
2017,Rangpur,BR4,Long,2,3.83,141
2017,Rangpur,BR11,Long,2,4.45,141
2017,Rangpur,BRRI dhan30,Long,2,4.42,141
2017,Rangpur,BR10,Long,3,4.6,141
2017,Rangpur,BR11,Long,3,4.72,141
2017,Rangpur,BRRI dhan30,Long,3,4.46,141
2017,Rangpur,BRRI dhan51,Long,3,4.07,141
2017,Satkhira,BR10,Long,1,3.25,141
2017,Satkhira,BR22,Long,1,5.85,141
2017,Satkhira,BR23,Long,1,5.5,141
2017,Satkhira,BRRI dhan30,Long,1,5.1,141
2017,Satkhira,BRRI dhan44,Long,1,5.89,141
2017,Satkhira,BRRI dhan77,Long,1,4.46,141
2017,Satkhira,BR5,Long,2,3.23,141
2017,Satkhira,BR23,Long,2,5.36,141
2017,Satkhira,BRRI dhan30,Long,2,5.63,141
2017,Satkhira,BRRI dhan41,Long,2,3.67,141
2017,Satkhira,BR11,Long,3,3.82,141
2017,Sonagazi,BRRI dhan31,Long,1,6.69,141
2017,Sonagazi,BRRI dhan52,Long,1,5.36,141
2017,Sonagazi,BRRI dhan31,Long,2,6.05,141
2017,Sonagazi,BRRI dhan52,Long,2,4.63,141
2017,Sonagazi,BRRI dhan31,Long,3,5.92,141
2017,Sonagazi,BRRI dhan52,Long,3,5.46,141
2015,Rajshahi,BRRI dhan46,Long,1,4.25,142
2015,Rajshahi,BRRI dhan46,Long,2,4.6,142
2015,Rajshahi,BRRI dhan46,Long,3,4.69,142
2015,Bhanga,BRRI dhan32,Medium,2,3.5,142
2015,Bhanga,BRRI dhan40,Long,2,2.88,142
2015,Cumilla,BR5,Long,1,3.42,142
2015,Cumilla,BRRI dhan53,Medium,2,4.36,142
2015,Gazipur,BRRI dhan31,Long,1,5.47,142
2015,Gazipur,BRRI dhan31,Long,2,5.73,142
2015,Gazipur,BRRI dhan31,Long,3,5.31,142
2015,Rajshahi,BR4,Long,1,3.88,142
2015,Rajshahi,BR5,Long,1,3.49,142
2015,Rajshahi,BRRI dhan41,Long,1,3.37,142
2016,Rajshahi,BRRI dhan46,Long,1,4.1,142
2015,Rajshahi,BR4,Long,2,3.88,142
2015,Rajshahi,BR11,Long,2,6.53,142
2016,Rajshahi,BRRI dhan46,Long,2,5.1,142
2015,Rajshahi,BRRI dhan52,Long,2,5.86,142
2016,Rajshahi,BRRI dhan46,Long,3,5.56,142
2015,Satkhira,BRRI dhan38,Long,1,2.5,142
2015,Satkhira,BRRI dhan40,Long,1,5.38,142
2015,Satkhira,BRRI dhan51,Long,1,4.83,142
2015,Satkhira,BRRI dhan30,Long,3,4.64,142
2015,Satkhira,BRRI dhan37,Long,3,2.62,142
2015,Satkhira,BRRI dhan38,Long,3,2.32,142
2015,Satkhira,BRRI dhan40,Long,3,5.32,142
2015,Satkhira,BRRI dhan51,Long,3,4.07,142
2016,Bhanga,BRRI dhan76,Long,1,3.07,142
2016,Bhanga,BRRI dhan76,Long,2,3.65,142
2016,Bhanga,BR10,Long,3,6.07,142
2016,Bhanga,BRRI dhan76,Long,3,3.7,142
2016,Cumilla,BRRI dhan38,Long,1,3.8,142
2016,Cumilla,BRRI dhan49,Medium,2,5.55,142
2016,Cumilla,BRRI dhan51,Long,2,4.16,142
2016,Cumilla,BRRI dhan31,Long,3,5.08,142
2016,Cumilla,BRRI dhan38,Long,3,3.43,142
2016,Rajshahi,BRRI dhan30,Long,1,5.32,142
2017,Cumilla,BRRI dhan46,Long,2,4.33,142
2016,Rajshahi,BRRI dhan52,Long,1,5.17,142
2016,Rajshahi,BR5,Long,2,4.43,142
2017,Cumilla,BRRI dhan46,Long,3,4.25,142
2016,Rajshahi,BRRI dhan77,Long,2,6.11,142
2017,Kushtia,BRRI dhan46,Long,2,3.62,142
2016,Rajshahi,BRRI dhan54,Medium,3,6.22,142
2016,Rangpur,BRRI dhan54,Medium,1,3.56,142
2016,Rangpur,BRRI dhan54,Medium,2,3.27,142
2016,Rangpur,BRRI dhan54,Medium,3,3.6,142
2017,Barishal,BRRI dhan34,Medium,1,4.04,142
2017,Barishal,BRRI dhan52,Long,1,5.55,142
2017,Barishal,BRRI dhan34,Medium,2,4.28,142
2017,Barishal,BRRI dhan34,Medium,3,4.25,142
2017,Rajshahi,BRRI dhan46,Long,1,4.11,142
2017,Cumilla,BRRI dhan41,Long,3,3.55,142
2017,Rajshahi,BRRI dhan46,Long,2,4.16,142
2017,Gazipur,BR10,Long,1,5.21,142
2017,Gazipur,BRRI dhan51,Long,1,4.98,142
2017,Gazipur,BRRI dhan76,Long,1,2.71,142
2017,Gazipur,BR10,Long,2,4.88,142
2017,Gazipur,BRRI dhan51,Long,2,3.12,142
2017,Gazipur,BRRI dhan76,Long,2,2.5,142
2017,Gazipur,BR10,Long,3,3.85,142
2017,Gazipur,BRRI dhan51,Long,3,4.15,142
2017,Gazipur,BRRI dhan76,Long,3,1.79,142
2017,Kushtia,BR3,Long,1,4.45,142
2017,Kushtia,BRRI dhan37,Long,2,2.62,142
2017,Rajshahi,BRRI dhan46,Long,3,4.92,142
2017,Kushtia,BRRI dhan44,Long,3,3.64,142
2017,Kushtia,BRRI dhan49,Medium,3,4.52,142
2017,Rajshahi,BR5,Long,1,3.59,142
2017,Rajshahi,BRRI dhan30,Long,1,3.45,142
2017,Rajshahi,BRRI dhan40,Long,1,4.5,142
2017,Rajshahi,BRRI dhan41,Long,1,3.95,142
2017,Rangpur,BRRI dhan77,Long,3,3.59,142
2017,Satkhira,BRRI dhan51,Long,2,2.93,142
2017,Satkhira,BRRI dhan30,Long,3,5.5,142
2017,Satkhira,BRRI dhan51,Long,3,2.42,142
2017,Sonagazi,BRRI dhan37,Long,1,4.19,142
2017,Sonagazi,BRRI dhan51,Long,1,4.94,142
2017,Sonagazi,BRRI dhan37,Long,2,3.3,142
2017,Sonagazi,BRRI dhan51,Long,2,5.22,142
2017,Sonagazi,BRRI dhan37,Long,3,4.05,142
2017,Sonagazi,BRRI dhan51,Long,3,4.89,142
2015,Satkhira,BRRI dhan46,Long,1,3.58,143
2015,Satkhira,BRRI dhan46,Long,3,3.41,143
2015,Bhanga,BRRI dhan40,Long,1,3.02,143
2015,Bhanga,BRRI dhan31,Long,2,4.03,143
2015,Bhanga,BRRI dhan52,Long,2,4.2,143
2015,Bhanga,BRRI dhan31,Long,3,4.24,143
2015,Bhanga,BRRI dhan32,Medium,3,3.92,143
2015,Bhanga,BRRI dhan52,Long,3,4.46,143
2015,Cumilla,BR5,Long,2,3.82,143
2015,Cumilla,BRRI dhan32,Medium,3,6.47,143
2015,Gazipur,BRRI dhan54,Medium,1,5.73,143
2015,Gazipur,BRRI dhan54,Medium,2,6.25,143
2015,Gazipur,BRRI dhan54,Medium,3,5.89,143
2015,Kushtia,BR10,Long,1,6.57,143
2015,Kushtia,BR10,Long,2,5.51,143
2015,Kushtia,BR10,Long,3,5.89,143
2015,Rajshahi,BRRI dhan40,Long,1,5.5,143
2015,Rajshahi,BRRI dhan40,Long,2,6.87,143
2015,Rangpur,BR5,Long,1,4,143
2015,Rangpur,BR5,Long,2,3.8,143
2015,Rangpur,BR5,Long,3,3,143
2015,Satkhira,BR3,Long,1,5.13,143
2015,Satkhira,BR4,Long,1,5,143
2015,Satkhira,BR5,Long,1,3.49,143
2015,Satkhira,BR3,Long,2,4.58,143
2015,Satkhira,BR4,Long,2,5.4,143
2015,Satkhira,BRRI dhan37,Long,2,2.63,143
2015,Satkhira,BRRI dhan38,Long,2,2.62,143
2015,Satkhira,BRRI dhan40,Long,2,4.77,143
2015,Satkhira,BR3,Long,3,5.26,143
2015,Satkhira,BR4,Long,3,5.84,143
2015,Satkhira,BRRI dhan41,Long,3,4.07,143
2016,Bhanga,BR10,Long,2,4.06,143
2016,Bhanga,BRRI dhan40,Long,3,3.01,143
2016,Cumilla,BR11,Long,1,4.9,143
2016,Cumilla,BRRI dhan40,Long,1,4.24,143
2016,Cumilla,BR4,Long,2,4,143
2016,Cumilla,BRRI dhan38,Long,2,3.76,143
2016,Cumilla,BRRI dhan44,Long,2,5.86,143
2016,Cumilla,BRRI dhan40,Long,3,3.76,143
2016,Cumilla,BRRI dhan44,Long,3,5.52,143
2016,Rajshahi,BR4,Long,2,5.28,143
2016,Rangpur,BR11,Long,1,4.12,143
2016,Rangpur,BR11,Long,2,4.94,143
2016,Rangpur,BR11,Long,3,4.6,143
2016,Satkhira,BRRI dhan51,Long,2,4.81,143
2016,Satkhira,BRRI dhan52,Long,3,5.94,143
2017,Barishal,BRRI dhan77,Long,1,5.63,143
2017,Barishal,BRRI dhan77,Long,2,4.62,143
2017,Barishal,BRRI dhan52,Long,3,5.58,143
2017,Barishal,BRRI dhan77,Long,3,5.52,143
2017,Bhanga,BR11,Long,1,3.87,143
2017,Bhanga,BRRI dhan31,Long,1,3.49,143
2017,Bhanga,BR11,Long,2,3.27,143
2017,Bhanga,BRRI dhan30,Long,3,1.57,143
2017,Bhanga,BRRI dhan31,Long,3,3.14,143
2017,Cumilla,BRRI dhan41,Long,2,3.73,143
2017,Cumilla,BR3,Long,3,4.06,143
2017,Gazipur,BR4,Long,1,2.55,143
2017,Gazipur,BR11,Long,1,3.97,143
2017,Gazipur,BR4,Long,2,2.69,143
2017,Gazipur,BR11,Long,2,4.01,143
2017,Gazipur,BR4,Long,3,1.76,143
2017,Gazipur,BR11,Long,3,2.71,143
2017,Kushtia,BR5,Long,1,3.22,143
2017,Kushtia,BR3,Long,2,4.11,143
2017,Kushtia,BR5,Long,2,2.76,143
2017,Kushtia,BRRI dhan44,Long,2,4.12,143
2017,Kushtia,BR22,Long,3,3.57,143
2017,Satkhira,BR5,Long,3,3.02,143
2015,Satkhira,BRRI dhan46,Long,2,4.22,144
2017,Kushtia,BRRI dhan46,Long,3,4.14,144
2015,Bhanga,BRRI dhan30,Long,1,4.13,144
2015,Bhanga,BRRI dhan31,Long,1,4.28,144
2015,Bhanga,BRRI dhan52,Long,1,4.81,144
2015,Bhanga,BRRI dhan30,Long,2,4.22,144
2015,Cumilla,BR10,Long,2,5.61,144
2015,Gazipur,BRRI dhan40,Long,1,5.31,144
2015,Gazipur,BRRI dhan40,Long,2,5.69,144
2015,Gazipur,BRRI dhan40,Long,3,5.12,144
2015,Kushtia,BRRI dhan30,Long,1,5.98,144
2015,Kushtia,BRRI dhan40,Long,1,4.52,144
2015,Kushtia,BRRI dhan44,Long,1,5.43,144
2015,Kushtia,BRRI dhan30,Long,2,5.69,144
2015,Kushtia,BRRI dhan40,Long,2,5.14,144
2015,Kushtia,BRRI dhan44,Long,2,5.8,144
2015,Kushtia,BRRI dhan30,Long,3,5.7,144
2015,Kushtia,BRRI dhan40,Long,3,5.17,144
2015,Kushtia,BRRI dhan44,Long,3,5.99,144
2015,Rajshahi,BR3,Long,1,3.63,144
2015,Rajshahi,BR3,Long,2,3.63,144
2015,Rajshahi,BR10,Long,2,5.64,144
2015,Rajshahi,BRRI dhan44,Long,2,4.71,144
2015,Rajshahi,BR10,Long,3,7.25,144
2015,Rajshahi,BRRI dhan40,Long,3,5.15,144
2015,Rangpur,BR4,Long,1,6.6,144
2015,Rangpur,BR4,Long,2,4.8,144
2015,Rangpur,BR4,Long,3,6.4,144
2015,Satkhira,BR5,Long,2,4.03,144
2015,Satkhira,BR10,Long,2,5.39,144
2015,Satkhira,BRRI dhan30,Long,2,4.9,144
2015,Satkhira,BRRI dhan41,Long,2,4.61,144
2015,Satkhira,BR10,Long,3,5.94,144
2016,Bhanga,BR10,Long,1,3.38,144
2016,Bhanga,BRRI dhan40,Long,1,3.01,144
2016,Bhanga,BRRI dhan77,Long,1,4.79,144
2016,Bhanga,BRRI dhan40,Long,2,2.2,144
2016,Bhanga,BRRI dhan77,Long,2,3.92,144
2016,Cumilla,BR3,Long,1,3.99,144
2016,Cumilla,BRRI dhan44,Long,1,5.69,144
2016,Cumilla,BRRI dhan40,Long,2,3.99,144
2016,Cumilla,BR4,Long,3,3.71,144
2016,Cumilla,BR11,Long,3,4.47,144
2016,Gazipur,BR4,Long,1,5.09,144
2016,Gazipur,BRRI dhan34,Medium,1,2.43,144
2016,Gazipur,BR4,Long,2,2.99,144
2016,Gazipur,BRRI dhan34,Medium,2,2.23,144
2016,Gazipur,BR4,Long,3,4.3,144
2016,Gazipur,BRRI dhan34,Medium,3,2.63,144
2016,Kushtia,BRRI dhan34,Medium,1,3.49,144
2016,Kushtia,BRRI dhan34,Medium,2,3.01,144
2016,Kushtia,BRRI dhan34,Medium,3,3.02,144
2016,Rajshahi,BR3,Long,1,3.65,144
2016,Rajshahi,BRRI dhan44,Long,1,4.72,144
2016,Rajshahi,BR10,Long,2,5.87,144
2016,Rajshahi,BR10,Long,3,5.49,144
2016,Rajshahi,BRRI dhan44,Long,3,5.08,144
2016,Rangpur,BRRI dhan51,Long,1,4.81,144
2016,Rangpur,BRRI dhan52,Long,1,3.72,144
2016,Rangpur,BRRI dhan51,Long,2,4.72,144
2016,Rangpur,BRRI dhan52,Long,2,4.1,144
2016,Rangpur,BRRI dhan51,Long,3,4.54,144
2016,Rangpur,BRRI dhan52,Long,3,4.51,144
2016,Satkhira,BRRI dhan44,Long,2,4.37,144
2016,Satkhira,BR22,Long,3,5.12,144
2016,Satkhira,BRRI dhan41,Long,3,6.01,144
2017,Barishal,BRRI dhan37,Long,1,3.74,144
2017,Barishal,BRRI dhan52,Long,2,5.51,144
2017,Bhanga,BRRI dhan30,Long,1,2.56,144
2017,Cumilla,BRRI dhan41,Long,1,3.12,144
2017,Kushtia,BR22,Long,1,3.93,144
2017,Kushtia,BR3,Long,3,4.16,144
2017,Rajshahi,BR10,Long,2,5.01,144
2017,Rajshahi,BRRI dhan44,Long,2,5.26,144
2017,Rajshahi,BR10,Long,3,4.24,144
2015,Bhanga,BRRI dhan49,Medium,1,4.36,145
2015,Bhanga,BR10,Long,2,4.71,145
2015,Bhanga,BRRI dhan37,Long,2,2.2,145
2015,Bhanga,BR10,Long,3,5.07,145
2015,Bhanga,BRRI dhan30,Long,3,4.3,145
2015,Bhanga,BRRI dhan40,Long,3,4.64,145
2015,Bhanga,BRRI dhan44,Long,3,6.1,145
2015,Bhanga,BRRI dhan49,Medium,3,5.94,145
2015,Cumilla,BR10,Long,1,5.36,145
2015,Cumilla,BR25,Medium,2,3.97,145
2015,Cumilla,BR5,Long,3,3.92,145
2015,Cumilla,BR10,Long,3,5.37,145
2015,Rajshahi,BR10,Long,1,6.41,145
2015,Rajshahi,BRRI dhan44,Long,1,4.25,145
2015,Rajshahi,BRRI dhan44,Long,3,4.04,145
2015,Satkhira,BR10,Long,1,5.08,145
2015,Satkhira,BRRI dhan37,Long,1,2.97,145
2015,Satkhira,BRRI dhan41,Long,1,4.16,145
2015,Satkhira,BR5,Long,3,3.57,145
2016,Bhanga,BR4,Long,1,5.3,145
2016,Bhanga,BR11,Long,1,3.84,145
2016,Bhanga,BRRI dhan30,Long,1,2.98,145
2016,Bhanga,BR11,Long,2,3.6,145
2016,Bhanga,BRRI dhan30,Long,2,3.07,145
2016,Bhanga,BR4,Long,3,2.55,145
2016,Bhanga,BR11,Long,3,3.73,145
2016,Bhanga,BRRI dhan30,Long,3,6.75,145
2016,Cumilla,BR4,Long,1,4.26,145
2016,Cumilla,BR3,Long,2,4.25,145
2016,Cumilla,BR11,Long,2,4.74,145
2016,Cumilla,BR3,Long,3,4.1,145
2016,Gazipur,BRRI dhan40,Long,1,6.39,145
2016,Gazipur,BRRI dhan51,Long,1,5.54,145
2016,Gazipur,BRRI dhan54,Medium,1,5.81,145
2016,Gazipur,BRRI dhan40,Long,2,5.28,145
2016,Gazipur,BRRI dhan51,Long,2,4.58,145
2016,Gazipur,BRRI dhan54,Medium,2,3.86,145
2016,Gazipur,BRRI dhan40,Long,3,5.42,145
2016,Gazipur,BRRI dhan51,Long,3,5.73,145
2016,Gazipur,BRRI dhan54,Medium,3,4.34,145
2016,Rajshahi,BR10,Long,1,5.72,145
2016,Rajshahi,BRRI dhan40,Long,1,7.49,145
2016,Rajshahi,BRRI dhan40,Long,2,5.76,145
2016,Rajshahi,BRRI dhan44,Long,2,5.18,145
2016,Rajshahi,BRRI dhan40,Long,3,5.81,145
2016,Rangpur,BRRI dhan77,Long,1,2.34,145
2016,Rangpur,BRRI dhan77,Long,2,2.04,145
2016,Rangpur,BRRI dhan77,Long,3,1.52,145
2016,Satkhira,BR4,Long,1,5.81,145
2016,Satkhira,BR22,Long,1,5.05,145
2016,Satkhira,BR23,Long,1,5.86,145
2016,Satkhira,BRRI dhan30,Long,1,5.04,145
2016,Satkhira,BRRI dhan44,Long,1,5.23,145
2016,Satkhira,BR22,Long,2,5.22,145
2016,Satkhira,BRRI dhan40,Long,2,6.12,145
2016,Satkhira,BR4,Long,3,5.28,145
2016,Satkhira,BR23,Long,3,5.47,145
2016,Satkhira,BRRI dhan30,Long,3,4.32,145
2017,Barishal,BRRI dhan38,Long,1,2.31,145
2017,Cumilla,BR4,Long,1,3.18,145
2017,Cumilla,BRRI dhan30,Long,1,3.09,145
2017,Cumilla,BR11,Long,2,3.37,145
2017,Cumilla,BR4,Long,3,3.38,145
2017,Cumilla,BR23,Long,3,2.26,145
2017,Gazipur,BRRI dhan34,Medium,1,0.81,145
2017,Gazipur,BRRI dhan40,Long,1,2.34,145
2017,Gazipur,BRRI dhan34,Medium,2,1.22,145
2017,Gazipur,BRRI dhan40,Long,2,2.76,145
2017,Gazipur,BRRI dhan34,Medium,3,1.31,145
2017,Gazipur,BRRI dhan40,Long,3,1.94,145
2017,Kushtia,BRRI dhan40,Long,3,4.42,145
2017,Rajshahi,BR10,Long,1,4.55,145
2017,Rajshahi,BRRI dhan44,Long,1,3.51,145
2017,Rajshahi,BRRI dhan40,Long,2,4.15,145
2017,Rajshahi,BRRI dhan40,Long,3,3.16,145
2017,Rajshahi,BRRI dhan44,Long,3,4.15,145
2017,Satkhira,BR23,Long,3,5.97,145
2017,Sonagazi,BRRI dhan30,Long,1,5.67,145
2017,Sonagazi,BRRI dhan30,Long,2,6.07,145
2017,Sonagazi,BRRI dhan30,Long,3,5.97,145
2015,Bhanga,BR10,Long,1,4.89,146
2015,Bhanga,BR4,Long,2,4.71,146
2015,Bhanga,BRRI dhan49,Medium,2,5.23,146
2015,Bhanga,BR4,Long,3,4.4,146
2015,Cumilla,BRRI dhan34,Medium,2,1.66,146
2015,Cumilla,BR25,Medium,3,3.8,146
2015,Kushtia,BRRI dhan34,Medium,1,3.96,146
2015,Kushtia,BR4,Long,2,5.41,146
2015,Kushtia,BRRI dhan34,Medium,2,4.1,146
2015,Kushtia,BR4,Long,3,5.13,146
2015,Kushtia,BRRI dhan34,Medium,3,4.11,146
2015,Rajshahi,BRRI dhan34,Medium,1,2.87,146
2015,Rajshahi,BRRI dhan34,Medium,2,2.15,146
2015,Rajshahi,BRRI dhan34,Medium,3,2.8,146
2015,Rangpur,BR11,Long,1,6.4,146
2015,Rangpur,BRRI dhan54,Medium,1,6.2,146
