"","Y","L","Env","G","tj","ri","Rep","Group","Yield","GD"
"179",2009,"Comilla","2009-Comilla","BR10",2009,1980,2,"Long",3.5225,NA
"180",2009,"Gazipur","2009-Gazipur","BR10",2009,1980,2,"Long",4.25,NA
"181",2009,"Rajshahi","2009-Rajshahi","BR10",2009,1980,2,"Long",4.505,NA
"182",2009,"Rangpur","2009-Rangpur","BR10",2009,1980,2,"Long",3.75,NA
"183",2009,"Satkhira","2009-Satkhira","BR10",2009,1980,2,"Long",4.2625,NA
"184",2009,"Sonagazi","2009-Sonagazi","BR10",2009,1980,2,"Long",1.55,NA
"185",2009,"Kustia","2009-Kustia","BR10",2009,1980,2,"Long",5.4,NA
"186",2010,"Barisal","2010-Barisal","BR10",2010,1980,2,"Long",3.42,NA
"187",2010,"Comilla","2010-Comilla","BR10",2010,1980,2,"Long",4.97,NA
"188",2010,"Gazipur","2010-Gazipur","BR10",2010,1980,2,"Long",5.25,NA
"189",2010,"Rajshahi","2010-Rajshahi","BR10",2010,1980,2,"Long",5.8025,NA
"190",2010,"Rangpur","2010-Rangpur","BR10",2010,1980,2,"Long",4.6,NA
"191",2010,"Satkhira","2010-Satkhira","BR10",2010,1980,2,"Long",4.51875,NA
"192",2010,"Sonagazi","2010-Sonagazi","BR10",2010,1980,2,"Long",4.79,NA
"193",2010,"Kustia","2010-Kustia","BR10",2010,1980,2,"Long",6.9,NA
"194",2011,"Barisal","2011-Barisal","BR10",2011,1980,2,"Long",3.59,NA
"195",2011,"Comilla","2011-Comilla","BR10",2011,1980,2,"Long",1.73,NA
"196",2011,"Gazipur","2011-Gazipur","BR10",2011,1980,2,"Long",4.3,NA
"197",2011,"Rajshahi","2011-Rajshahi","BR10",2011,1980,2,"Long",7.1,NA
"198",2011,"Rangpur","2011-Rangpur","BR10",2011,1980,2,"Long",4.4,NA
"199",2011,"Satkhira","2011-Satkhira","BR10",2011,1980,2,"Long",4.390625,NA
"200",2011,"Sonagazi","2011-Sonagazi","BR10",2011,1980,2,"Long",5.5,NA
"201",2011,"Kustia","2011-Kustia","BR10",2011,1980,2,"Long",4.55,NA
"202",2012,"Kustia","2012-Kustia","BR10",2012,1980,2,"Long",5.3,NA
"203",2012,"Sonagazi","2012-Sonagazi","BR10",2012,1980,2,"Long",4.81,NA
"204",2012,"Comilla","2012-Comilla","BR10",2012,1980,2,"Long",5.19,NA
"205",2012,"Gazipur","2012-Gazipur","BR10",2012,1980,2,"Long",5.987,NA
"206",2012,"Rajshahi","2012-Rajshahi","BR10",2012,1980,2,"Long",5.6,NA
"207",2012,"Rangpur","2012-Rangpur","BR10",2012,1980,2,"Long",2.4,NA
"208",2012,"Satkhira","2012-Satkhira","BR10",2012,1980,2,"Long",2.97,NA
"209",2012,"Barisal","2012-Barisal","BR10",2012,1980,2,"Long",3.54,NA
"210",2013,"Kustia","2013-Kustia","BR10",2013,1980,2,"Long",5.2,NA
"211",2013,"Sonagazi","2013-Sonagazi","BR10",2013,1980,2,"Long",4.68,NA
"212",2013,"Comilla","2013-Comilla","BR10",2013,1980,2,"Long",5.065,NA
"213",2013,"Gazipur","2013-Gazipur","BR10",2013,1980,2,"Long",6.5,NA
"214",2013,"Rajshahi","2013-Rajshahi","BR10",2013,1980,2,"Long",5.54,NA
"215",2013,"Rangpur","2013-Rangpur","BR10",2013,1980,2,"Long",3,NA
"216",2013,"Barisal","2013-Barisal","BR10",2013,1980,2,"Long",5.06,NA
"217",2014,"Kustia","2014-Kustia","BR10",2014,1980,2,"Long",4.59,NA
"218",2014,"Sonagazi","2014-Sonagazi","BR10",2014,1980,2,"Long",3.16,NA
"219",2014,"Comilla","2014-Comilla","BR10",2014,1980,2,"Long",4.94,NA
"220",2014,"Gazipur","2014-Gazipur","BR10",2014,1980,2,"Long",7,NA
"221",2014,"Rajshahi","2014-Rajshahi","BR10",2014,1980,2,"Long",5.60027907,NA
"222",2014,"Rangpur","2014-Rangpur","BR10",2014,1980,2,"Long",5,NA
"223",2014,"Satkhira","2014-Satkhira","BR10",2014,1980,2,"Long",5.04,NA
"224",2014,"Bhanga","2014-Bhanga","BR10",2014,1980,2,"Long",4,NA
"233",2001,"Barisal","2001-Barisal","BR10",2001,1980,3,"Long",4.37,NA
"234",2001,"Comilla","2001-Comilla","BR10",2001,1980,3,"Long",5.219360465,NA
"235",2001,"Gazipur","2001-Gazipur","BR10",2001,1980,3,"Long",3.649767442,NA
"236",2001,"Rajshahi","2001-Rajshahi","BR10",2001,1980,3,"Long",3.94,NA
"237",2001,"Rangpur","2001-Rangpur","BR10",2001,1980,3,"Long",3.595901163,NA
"238",2001,"Satkhira","2001-Satkhira","BR10",2001,1980,3,"Long",6.920116279,NA
"239",2001,"Sonagazi","2001-Sonagazi","BR10",2001,1980,3,"Long",3.649767442,NA
"240",2002,"Barisal","2002-Barisal","BR10",2002,1980,3,"Long",4.7,NA
"241",2002,"Comilla","2002-Comilla","BR10",2002,1980,3,"Long",4,NA
"242",2002,"Gazipur","2002-Gazipur","BR10",2002,1980,3,"Long",4.264181395,NA
"243",2002,"Rajshahi","2002-Rajshahi","BR10",2002,1980,3,"Long",4.239,NA
"244",2002,"Rangpur","2002-Rangpur","BR10",2002,1980,3,"Long",3.4,NA
"245",2002,"Satkhira","2002-Satkhira","BR10",2002,1980,3,"Long",6.616046512,NA
"246",2002,"Sonagazi","2002-Sonagazi","BR10",2002,1980,3,"Long",3.948767442,NA
"247",2003,"Barisal","2003-Barisal","BR10",2003,1980,3,"Long",2.817151163,NA
"248",2003,"Comilla","2003-Comilla","BR10",2003,1980,3,"Long",1.826169767,NA
"249",2003,"Gazipur","2003-Gazipur","BR10",2003,1980,3,"Long",2.530534884,NA
"250",2003,"Rajshahi","2003-Rajshahi","BR10",2003,1980,3,"Long",4.0895,NA
"251",2003,"Rangpur","2003-Rangpur","BR10",2003,1980,3,"Long",3.791802326,NA
"252",2003,"Satkhira","2003-Satkhira","BR10",2003,1980,3,"Long",7.224186047,NA
"253",2003,"Sonagazi","2003-Sonagazi","BR10",2003,1980,3,"Long",1.55,NA
"254",2004,"Barisal","2004-Barisal","BR10",2004,1980,3,"Long",3.545421512,NA
"255",2004,"Comilla","2004-Comilla","BR10",2004,1980,3,"Long",3.053343023,NA
"256",2004,"Gazipur","2004-Gazipur","BR10",2004,1980,3,"Long",4.710930233,NA
"257",2004,"Rajshahi","2004-Rajshahi","BR10",2004,1980,3,"Long",4.475930233,NA
"258",2004,"Rangpur","2004-Rangpur","BR10",2004,1980,3,"Long",2.61,NA
"259",2004,"Satkhira","2004-Satkhira","BR10",2004,1980,3,"Long",6.139534884,NA
"260",2004,"Sonagazi","2004-Sonagazi","BR10",2004,1980,3,"Long",2.793868922,NA
"261",2004,"Kustia","2004-Kustia","BR10",2004,1980,3,"Long",2.25615,NA
"262",2005,"Barisal","2005-Barisal","BR10",2005,1980,3,"Long",6.078,NA
"263",2005,"Comilla","2005-Comilla","BR10",2005,1980,3,"Long",3.931744186,NA
"264",2005,"Gazipur","2005-Gazipur","BR10",2005,1980,3,"Long",3.512209302,NA
"265",2005,"Rajshahi","2005-Rajshahi","BR10",2005,1980,3,"Long",6.280930233,NA
"266",2005,"Rangpur","2005-Rangpur","BR10",2005,1980,3,"Long",1.686811506,NA
"267",2005,"Satkhira","2005-Satkhira","BR10",2005,1980,3,"Long",6.385116279,NA
"268",2005,"Sonagazi","2005-Sonagazi","BR10",2005,1980,3,"Long",3.26,NA
"269",2005,"Kustia","2005-Kustia","BR10",2005,1980,3,"Long",5.470151163,NA
"270",2006,"Barisal","2006-Barisal","BR10",2006,1980,3,"Long",4.189,NA
"271",2006,"Comilla","2006-Comilla","BR10",2006,1980,3,"Long",0.88,NA
"272",2006,"Gazipur","2006-Gazipur","BR10",2006,1980,3,"Long",5.1,NA
"273",2006,"Rajshahi","2006-Rajshahi","BR10",2006,1980,3,"Long",5.6,NA
"274",2006,"Rangpur","2006-Rangpur","BR10",2006,1980,3,"Long",5.05,NA
"275",2006,"Satkhira","2006-Satkhira","BR10",2006,1980,3,"Long",5.8,NA
"276",2006,"Sonagazi","2006-Sonagazi","BR10",2006,1980,3,"Long",6.32,NA
"277",2006,"Kustia","2006-Kustia","BR10",2006,1980,3,"Long",6.1,NA
"278",2007,"Barisal","2007-Barisal","BR10",2007,1980,3,"Long",4.607,NA
"279",2007,"Comilla","2007-Comilla","BR10",2007,1980,3,"Long",3.06,NA
"280",2007,"Gazipur","2007-Gazipur","BR10",2007,1980,3,"Long",3.9,NA
"281",2007,"Rajshahi","2007-Rajshahi","BR10",2007,1980,3,"Long",5.4,NA
"282",2007,"Rangpur","2007-Rangpur","BR10",2007,1980,3,"Long",3,NA
"283",2007,"Satkhira","2007-Satkhira","BR10",2007,1980,3,"Long",4,NA
"284",2007,"Sonagazi","2007-Sonagazi","BR10",2007,1980,3,"Long",3.85,NA
"285",2007,"Kustia","2007-Kustia","BR10",2007,1980,3,"Long",6.2,NA
"286",2008,"Barisal","2008-Barisal","BR10",2008,1980,3,"Long",3.6785,NA
"287",2008,"Comilla","2008-Comilla","BR10",2008,1980,3,"Long",1.96,NA
"288",2008,"Gazipur","2008-Gazipur","BR10",2008,1980,3,"Long",5.1,NA
"289",2008,"Rajshahi","2008-Rajshahi","BR10",2008,1980,3,"Long",3.82,NA
"290",2008,"Rangpur","2008-Rangpur","BR10",2008,1980,3,"Long",4.35,NA
"291",2008,"Satkhira","2008-Satkhira","BR10",2008,1980,3,"Long",4.9,NA
"292",2008,"Sonagazi","2008-Sonagazi","BR10",2008,1980,3,"Long",1.7,NA
"293",2008,"Kustia","2008-Kustia","BR10",2008,1980,3,"Long",5.6,NA
"294",2009,"Barisal","2009-Barisal","BR10",2009,1980,3,"Long",2.75,NA
"295",2009,"Comilla","2009-Comilla","BR10",2009,1980,3,"Long",3.435,NA
"296",2009,"Gazipur","2009-Gazipur","BR10",2009,1980,3,"Long",4.5,NA
"297",2009,"Rajshahi","2009-Rajshahi","BR10",2009,1980,3,"Long",4.61,NA
"298",2009,"Rangpur","2009-Rangpur","BR10",2009,1980,3,"Long",4.1,NA
"299",2009,"Satkhira","2009-Satkhira","BR10",2009,1980,3,"Long",4.45,NA
"300",2009,"Sonagazi","2009-Sonagazi","BR10",2009,1980,3,"Long",1.65,NA
"301",2009,"Kustia","2009-Kustia","BR10",2009,1980,3,"Long",5,NA
"302",2010,"Barisal","2010-Barisal","BR10",2010,1980,3,"Long",3.17,NA
"303",2010,"Comilla","2010-Comilla","BR10",2010,1980,3,"Long",4.91,NA
"304",2010,"Gazipur","2010-Gazipur","BR10",2010,1980,3,"Long",4.65,NA
"305",2010,"Rajshahi","2010-Rajshahi","BR10",2010,1980,3,"Long",5.955,NA
"306",2010,"Rangpur","2010-Rangpur","BR10",2010,1980,3,"Long",3.1,NA
"307",2010,"Satkhira","2010-Satkhira","BR10",2010,1980,3,"Long",4.675,NA
"308",2010,"Sonagazi","2010-Sonagazi","BR10",2010,1980,3,"Long",4.95,NA
"309",2010,"Kustia","2010-Kustia","BR10",2010,1980,3,"Long",6,NA
"310",2011,"Barisal","2011-Barisal","BR10",2011,1980,3,"Long",3.59,NA
"311",2011,"Comilla","2011-Comilla","BR10",2011,1980,3,"Long",1.87,NA
"312",2011,"Gazipur","2011-Gazipur","BR10",2011,1980,3,"Long",4.45,NA
"313",2011,"Rajshahi","2011-Rajshahi","BR10",2011,1980,3,"Long",7.3,NA
"314",2011,"Rangpur","2011-Rangpur","BR10",2011,1980,3,"Long",4.2,NA
"315",2011,"Satkhira","2011-Satkhira","BR10",2011,1980,3,"Long",4.5625,NA
"316",2011,"Sonagazi","2011-Sonagazi","BR10",2011,1980,3,"Long",4.8,NA
"317",2011,"Kustia","2011-Kustia","BR10",2011,1980,3,"Long",4.5,NA
"318",2012,"Kustia","2012-Kustia","BR10",2012,1980,3,"Long",5.39,NA
"319",2012,"Sonagazi","2012-Sonagazi","BR10",2012,1980,3,"Long",4.65,NA
"320",2012,"Comilla","2012-Comilla","BR10",2012,1980,3,"Long",5.42,NA
"321",2012,"Gazipur","2012-Gazipur","BR10",2012,1980,3,"Long",4.112,NA
"322",2012,"Rajshahi","2012-Rajshahi","BR10",2012,1980,3,"Long",5.15,NA
"323",2012,"Rangpur","2012-Rangpur","BR10",2012,1980,3,"Long",2.5,NA
