"","Y","L","Env","G","tj","ri","Rep","Group","Yield","GD"
"25","2004-05","Bhanga","2004-2005-Bhanga","BR1",2004,1970,1,"Short",6.49,NA
"26","2004-05","Comilla","2004-2005-Comilla","BR1",2004,1970,1,"Short",5.69,NA
"27","2004-05","Gazipur","2004-2005-Gazipur","BR1",2004,1970,1,"Short",4.21,NA
"28","2004-05","Habiganj","2004-2005-Habiganj","BR1",2004,1970,1,"Short",5.03,NA
"29","2004-05","Rajshahi","2004-2005-Rajshahi","BR1",2004,1970,1,"Short",5.72,NA
"30","2004-05","Rangpur","2004-2005-Rangpur","BR1",2004,1970,1,"Short",5.29,NA
"31","2004-05","Satkhira","2004-2005-Satkhira","BR1",2004,1970,1,"Short",5.32,NA
"32","2004-05","Kustia","2004-2005-Kustia","BR1",2004,1970,1,"Short",6.15,NA
"33","2005-06","Barisal","2005-2006-Barisal","BR1",2005,1970,1,"Short",6.18,NA
"34","2005-06","Bhanga","2005-2006-Bhanga","BR1",2005,1970,1,"Short",5.37,NA
"35","2005-06","Comilla","2005-2006-Comilla","BR1",2005,1970,1,"Short",6.73,NA
"36","2005-06","Gazipur","2005-2006-Gazipur","BR1",2005,1970,1,"Short",4.76,NA
"37","2005-06","Habiganj","2005-2006-Habiganj","BR1",2005,1970,1,"Short",6.5,NA
"38","2005-06","Rajshahi","2005-2006-Rajshahi","BR1",2005,1970,1,"Short",3.78,NA
"39","2005-06","Rangpur","2005-2006-Rangpur","BR1",2005,1970,1,"Short",2.2,NA
"40","2005-06","Satkhira","2005-2006-Satkhira","BR1",2005,1970,1,"Short",5.73,NA
"41","2005-06","Kustia","2005-2006-Kustia","BR1",2005,1970,1,"Short",7.18,NA
"42","2006-07","Barisal","2006-2007-Barisal","BR1",2006,1970,1,"Short",6.25,NA
"43","2006-07","Bhanga","2006-2007-Bhanga","BR1",2006,1970,1,"Short",6.43,NA
"44","2006-07","Comilla","2006-2007-Comilla","BR1",2006,1970,1,"Short",6.25,NA
"45","2006-07","Gazipur","2006-2007-Gazipur","BR1",2006,1970,1,"Short",4.99,NA
"46","2006-07","Habiganj","2006-2007-Habiganj","BR1",2006,1970,1,"Short",4.07,NA
"47","2006-07","Rajshahi","2006-2007-Rajshahi","BR1",2006,1970,1,"Short",5.3,NA
"48","2006-07","Kustia","2006-2007-Kustia","BR1",2006,1970,1,"Short",8.2,NA
"49","2006-07","Rangpur","2006-2007-Rangpur","BR1",2006,1970,1,"Short",5.44,NA
"50","2006-07","Satkhira","2006-2007-Satkhira","BR1",2006,1970,1,"Short",5.5,NA
"51","2007-08","Barisal","2007-2008-Barisal","BR1",2007,1970,1,"Short",6.21,NA
"52","2007-08","Bhanga","2007-2008-Bhanga","BR1",2007,1970,1,"Short",5.83,NA
"53","2007-08","Comilla","2007-2008-Comilla","BR1",2007,1970,1,"Short",6.54,NA
"54","2007-08","Gazipur","2007-2008-Gazipur","BR1",2007,1970,1,"Short",4.7,NA
"55","2007-08","Habiganj","2007-2008-Habiganj","BR1",2007,1970,1,"Short",4.07,NA
"56","2007-08","Rangpur","2007-2008-Rangpur","BR1",2007,1970,1,"Short",2.8,NA
"57","2007-08","Satkhira","2007-2008-Satkhira","BR1",2007,1970,1,"Short",8,NA
"58","2007-08","Kustia","2007-2008-Kustia","BR1",2007,1970,1,"Short",6.67,NA
"59","2007-08","Rajshahi","2007-2008-Rajshahi","BR1",2007,1970,1,"Short",4.88,NA
"60","2008-09","Barisal","2008-2009-Barisal","BR1",2008,1970,1,"Short",5.51,NA
"61","2008-09","Bhanga","2008-2009-Bhanga","BR1",2008,1970,1,"Short",6.13,NA
"62","2008-09","Comilla","2008-2009-Comilla","BR1",2008,1970,1,"Short",5.01,NA
"63","2008-09","Gazipur","2008-2009-Gazipur","BR1",2008,1970,1,"Short",4.65,NA
"64","2008-09","Habiganj","2008-2009-Habiganj","BR1",2008,1970,1,"Short",6.3,NA
"65","2008-09","Rajshahi","2008-2009-Rajshahi","BR1",2008,1970,1,"Short",4.46,NA
"66","2008-09","Rangpur","2008-2009-Rangpur","BR1",2008,1970,1,"Short",2.9,NA
"67","2008-09","Kustia","2008-2009-Kustia","BR1",2008,1970,1,"Short",7.2,NA
"68","2008-09","Satkhira","2008-2009-Satkhira","BR1",2008,1970,1,"Short",6.75,NA
"69","2009-10","Barisal","2009-2010-Barisal","BR1",2009,1970,1,"Short",4.8,NA
"70","2009-10","Bhanga","2009-2010-Bhanga","BR1",2009,1970,1,"Short",6.13,NA
"71","2009-10","Comilla","2009-2010-Comilla","BR1",2009,1970,1,"Short",5.76,NA
"72","2009-10","Gazipur","2009-2010-Gazipur","BR1",2009,1970,1,"Short",3.95,NA
"73","2009-10","Habiganj","2009-2010-Habiganj","BR1",2009,1970,1,"Short",6.1,NA
"74","2009-10","Rajshahi","2009-2010-Rajshahi","BR1",2009,1970,1,"Short",4.67,NA
"75","2009-10","Rangpur","2009-2010-Rangpur","BR1",2009,1970,1,"Short",2.7,NA
"76","2009-10","Satkhira","2009-2010-Satkhira","BR1",2009,1970,1,"Short",6.63,NA
"77","2009-10","Kustia","2009-2010-Kustia","BR1",2009,1970,1,"Short",5.93,NA
"78","2010-11","Barisal","2010-2011-Barisal","BR1",2010,1970,1,"Short",5.84,NA
"79","2010-11","Bhanga","2010-2011-Bhanga","BR1",2010,1970,1,"Short",6.13,NA
"80","2010-11","Comilla","2010-2011-Comilla","BR1",2010,1970,1,"Short",5.58,NA
"81","2010-11","Gazipur","2010-2011-Gazipur","BR1",2010,1970,1,"Short",2.75,NA
"82","2010-11","Habiganj","2010-2011-Habiganj","BR1",2010,1970,1,"Short",5.9,NA
"83","2010-11","Rangpur","2010-2011-Rangpur","BR1",2010,1970,1,"Short",2.3,NA
"84","2010-11","Satkhira","2010-2011-Satkhira","BR1",2010,1970,1,"Short",6.51,NA
"85","2010-11","Sonagazi","2010-2011-Sonagazi","BR1",2010,1970,1,"Short",5.2,NA
"86","2010-11","Kustia","2010-2011-Kustia","BR1",2010,1970,1,"Short",4.65,NA
"87","2010-11","Rajshahi","2010-2011-Rajshahi","BR1",2010,1970,1,"Short",5.4,NA
"88","2011-12","Barisal","2011-2012-Barisal","BR1",2011,1970,1,"Short",5.84,NA
"89","2011-12","Bhanga","2011-2012-Bhanga","BR1",2011,1970,1,"Short",6.13,NA
"90","2011-12","Comilla","2011-2012-Comilla","BR1",2011,1970,1,"Short",5.15,NA
"91","2011-12","Gazipur","2011-2012-Gazipur","BR1",2011,1970,1,"Short",5.02,NA
"92","2011-12","Habiganj","2011-2012-Habiganj","BR1",2011,1970,1,"Short",5.9,NA
"93","2011-12","Rangpur","2011-2012-Rangpur","BR1",2011,1970,1,"Short",2.3,NA
"94","2011-12","Satkhira","2011-2012-Satkhira","BR1",2011,1970,1,"Short",6.2,NA
"95","2011-12","Sonagazi","2011-2012-Sonagazi","BR1",2011,1970,1,"Short",5.2,NA
"96","2011-12","Kustia","2011-2012-Kustia","BR1",2011,1970,1,"Short",4.65,NA
"97","2011-12","Rajshahi","2011-2012-Rajshahi","BR1",2011,1970,1,"Short",6.13,NA
"98","2012-13","Barisal","2012-2013-Barisal","BR1",2012,1970,1,"Short",5.57,NA
"99","2012-13","Bhanga","2012-2013-Bhanga","BR1",2012,1970,1,"Short",6.85,NA
"100","2012-13","Comilla","2012-2013-Comilla","BR1",2012,1970,1,"Short",5.61,NA
"101","2012-13","Gazipur","2012-2013-Gazipur","BR1",2012,1970,1,"Short",7.11,NA
"102","2012-13","Habiganj","2012-2013-Habiganj","BR1",2012,1970,1,"Short",6.1,NA
"103","2012-13","Rangpur","2012-2013-Rangpur","BR1",2012,1970,1,"Short",6.35,NA
"104","2012-13","Satkhira","2012-2013-Satkhira","BR1",2012,1970,1,"Short",6.6,NA
"105","2012-13","Sonagazi","2012-2013-Sonagazi","BR1",2012,1970,1,"Short",3.92,NA
"106","2012-13","Kustia","2012-2013-Kustia","BR1",2012,1970,1,"Short",6.29,NA
"107","2012-13","Rajshahi","2012-2013-Rajshahi","BR1",2012,1970,1,"Short",5.16,NA
"108","2013-14","Barisal","2013-2014-Barisal","BR1",2013,1970,1,"Short",4.78,NA
"109","2013-14","Bhanga","2013-2014-Bhanga","BR1",2013,1970,1,"Short",5.8,NA
"110","2013-14","Comilla","2013-2014-Comilla","BR1",2013,1970,1,"Short",5.12,NA
"111","2013-14","Gazipur","2013-2014-Gazipur","BR1",2013,1970,1,"Short",7.02,NA
"112","2013-14","Habiganj","2013-2014-Habiganj","BR1",2013,1970,1,"Short",5.51,NA
"113","2013-14","Rangpur","2013-2014-Rangpur","BR1",2013,1970,1,"Short",5.7,NA
"114","2013-14","Satkhira","2013-2014-Satkhira","BR1",2013,1970,1,"Short",5.79,NA
"115","2013-14","Sonagazi","2013-2014-Sonagazi","BR1",2013,1970,1,"Short",5.32,NA
"116","2013-14","Kustia","2013-2014-Kustia","BR1",2013,1970,1,"Short",5.62,NA
"117","2013-14","Rajshahi","2013-2014-Rajshahi","BR1",2013,1970,1,"Short",5.23,NA
"118","2014-15","Barisal","2014-2015-Barisal","BR1",2014,1970,1,"Short",4.02,NA
"119","2014-15","Bhanga","2014-2015-Bhanga","BR1",2014,1970,1,"Short",7.31,NA
"120","2014-15","Comilla","2014-2015-Comilla","BR1",2014,1970,1,"Short",4.76,NA
"121","2014-15","Gazipur","2014-2015-Gazipur","BR1",2014,1970,1,"Short",6.2,NA
"122","2014-15","Habiganj","2014-2015-Habiganj","BR1",2014,1970,1,"Short",5.58,NA
"123","2014-15","Rangpur","2014-2015-Rangpur","BR1",2014,1970,1,"Short",2.55,NA
"124","2014-15","Satkhira","2014-2015-Satkhira","BR1",2014,1970,1,"Short",5.89,NA
"125","2014-15","Sonagazi","2014-2015-Sonagazi","BR1",2014,1970,1,"Short",5.14,NA
"126","2014-15","Kustia","2014-2015-Kustia","BR1",2014,1970,1,"Short",4.95,NA
"127","2014-15","Rajshahi","2014-2015-Rajshahi","BR1",2014,1970,1,"Short",5.3,NA
"138","2001-02","Barisal","2001-2002-Barisal","BR1",2001,1970,2,"Short",6.72,NA
"139","2001-02","Bhanga","2001-2002-Bhanga","BR1",2001,1970,2,"Short",5.3,NA
"140","2001-02","Comilla","2001-2002-Comilla","BR1",2001,1970,2,"Short",6.03,NA
"141","2001-02","Habiganj","2001-2002-Habiganj","BR1",2001,1970,2,"Short",5.65,NA
"142","2001-02","Rajshahi","2001-2002-Rajshahi","BR1",2001,1970,2,"Short",4.6,NA
"143","2001-02","Rangpur","2001-2002-Rangpur","BR1",2001,1970,2,"Short",6.13,NA
"144","2001-02","Satkhira","2001-2002-Satkhira","BR1",2001,1970,2,"Short",5.12,NA
"145","2002-03","Barisal","2002-2003-Barisal","BR1",2002,1970,2,"Short",3.91,NA
"146","2002-03","Bhanga","2002-2003-Bhanga","BR1",2002,1970,2,"Short",5.59,NA
"147","2002-03","Comilla","2002-2003-Comilla","BR1",2002,1970,2,"Short",4.88,NA
"148","2002-03","Gazipur","2002-2003-Gazipur","BR1",2002,1970,2,"Short",4.46,NA
"149","2002-03","Habiganj","2002-2003-Habiganj","BR1",2002,1970,2,"Short",5.32,NA
"150","2002-03","Rajshahi","2002-2003-Rajshahi","BR1",2002,1970,2,"Short",2.9,NA
"151","2002-03","Rangpur","2002-2003-Rangpur","BR1",2002,1970,2,"Short",3.54,NA
"152","2002-03","Satkhira","2002-2003-Satkhira","BR1",2002,1970,2,"Short",4.45,NA
"153","2003-04","Barisal","2003-2004-Barisal","BR1",2003,1970,2,"Short",4.47,NA
"154","2003-04","Bhanga","2003-2004-Bhanga","BR1",2003,1970,2,"Short",2.33,NA
"155","2003-04","Comilla","2003-2004-Comilla","BR1",2003,1970,2,"Short",4.22,NA
"156","2003-04","Gazipur","2003-2004-Gazipur","BR1",2003,1970,2,"Short",2.42,NA
"157","2003-04","Habiganj","2003-2004-Habiganj","BR1",2003,1970,2,"Short",4.03,NA
"158","2003-04","Rajshahi","2003-2004-Rajshahi","BR1",2003,1970,2,"Short",1.11,NA
"159","2003-04","Rangpur","2003-2004-Rangpur","BR1",2003,1970,2,"Short",4.09,NA
"160","2003-04","Satkhira","2003-2004-Satkhira","BR1",2003,1970,2,"Short",5.24,NA
"161","2004-05","Barisal","2004-2005-Barisal","BR1",2004,1970,2,"Short",4.76,NA
"162","2004-05","Bhanga","2004-2005-Bhanga","BR1",2004,1970,2,"Short",6.24,NA
"163","2004-05","Comilla","2004-2005-Comilla","BR1",2004,1970,2,"Short",6.26,NA
"164","2004-05","Gazipur","2004-2005-Gazipur","BR1",2004,1970,2,"Short",4.75,NA
"165","2004-05","Habiganj","2004-2005-Habiganj","BR1",2004,1970,2,"Short",4.51,NA
"166","2004-05","Rajshahi","2004-2005-Rajshahi","BR1",2004,1970,2,"Short",6.18,NA
"167","2004-05","Rangpur","2004-2005-Rangpur","BR1",2004,1970,2,"Short",5.27,NA
"168","2004-05","Satkhira","2004-2005-Satkhira","BR1",2004,1970,2,"Short",5.43,NA
"169","2004-05","Kustia","2004-2005-Kustia","BR1",2004,1970,2,"Short",6.04,NA
"170","2005-06","Barisal","2005-2006-Barisal","BR1",2005,1970,2,"Short",5.03,NA
"171","2005-06","Bhanga","2005-2006-Bhanga","BR1",2005,1970,2,"Short",5.44,NA
"172","2005-06","Comilla","2005-2006-Comilla","BR1",2005,1970,2,"Short",6.51,NA
"173","2005-06","Gazipur","2005-2006-Gazipur","BR1",2005,1970,2,"Short",6.37,NA
"174","2005-06","Habiganj","2005-2006-Habiganj","BR1",2005,1970,2,"Short",6.4,NA
"175","2005-06","Rajshahi","2005-2006-Rajshahi","BR1",2005,1970,2,"Short",2.87,NA
"176","2005-06","Rangpur","2005-2006-Rangpur","BR1",2005,1970,2,"Short",2.61,NA
"177","2005-06","Satkhira","2005-2006-Satkhira","BR1",2005,1970,2,"Short",5.91,NA
"178","2005-06","Kustia","2005-2006-Kustia","BR1",2005,1970,2,"Short",7.1,NA
"179","2006-07","Barisal","2006-2007-Barisal","BR1",2006,1970,2,"Short",6.23,NA
"180","2006-07","Bhanga","2006-2007-Bhanga","BR1",2006,1970,2,"Short",6.62,NA
"181","2006-07","Comilla","2006-2007-Comilla","BR1",2006,1970,2,"Short",6.37,NA
"182","2006-07","Gazipur","2006-2007-Gazipur","BR1",2006,1970,2,"Short",5.29,NA
"183","2006-07","Habiganj","2006-2007-Habiganj","BR1",2006,1970,2,"Short",3.9,NA
"184","2006-07","Rajshahi","2006-2007-Rajshahi","BR1",2006,1970,2,"Short",4.6,NA
"185","2006-07","Kustia","2006-2007-Kustia","BR1",2006,1970,2,"Short",8.16,NA
"186","2006-07","Rangpur","2006-2007-Rangpur","BR1",2006,1970,2,"Short",5.64,NA
"187","2006-07","Satkhira","2006-2007-Satkhira","BR1",2006,1970,2,"Short",5.67,NA
"188","2007-08","Barisal","2007-2008-Barisal","BR1",2007,1970,2,"Short",5.63,NA
"189","2007-08","Bhanga","2007-2008-Bhanga","BR1",2007,1970,2,"Short",5.64,NA
"190","2007-08","Comilla","2007-2008-Comilla","BR1",2007,1970,2,"Short",6.29,NA
"191","2007-08","Gazipur","2007-2008-Gazipur","BR1",2007,1970,2,"Short",4.7,NA
"192","2007-08","Habiganj","2007-2008-Habiganj","BR1",2007,1970,2,"Short",3.9,NA
"193","2007-08","Rangpur","2007-2008-Rangpur","BR1",2007,1970,2,"Short",2.3,NA
"194","2007-08","Satkhira","2007-2008-Satkhira","BR1",2007,1970,2,"Short",4,NA
"195","2007-08","Kustia","2007-2008-Kustia","BR1",2007,1970,2,"Short",6.52,NA
"196","2007-08","Rajshahi","2007-2008-Rajshahi","BR1",2007,1970,2,"Short",5.02,NA
"197","2008-09","Barisal","2008-2009-Barisal","BR1",2008,1970,2,"Short",5.19,NA
"198","2008-09","Bhanga","2008-2009-Bhanga","BR1",2008,1970,2,"Short",6.13,NA
"199","2008-09","Comilla","2008-2009-Comilla","BR1",2008,1970,2,"Short",4.9,NA
"200","2008-09","Gazipur","2008-2009-Gazipur","BR1",2008,1970,2,"Short",5.35,NA
"201","2008-09","Habiganj","2008-2009-Habiganj","BR1",2008,1970,2,"Short",6.6,NA
"202","2008-09","Rajshahi","2008-2009-Rajshahi","BR1",2008,1970,2,"Short",5.43,NA
"203","2008-09","Rangpur","2008-2009-Rangpur","BR1",2008,1970,2,"Short",2.5,NA
"204","2008-09","Kustia","2008-2009-Kustia","BR1",2008,1970,2,"Short",6.75,NA
"205","2008-09","Satkhira","2008-2009-Satkhira","BR1",2008,1970,2,"Short",4.84,NA
"206","2009-10","Barisal","2009-2010-Barisal","BR1",2009,1970,2,"Short",4.75,NA
"207","2009-10","Bhanga","2009-2010-Bhanga","BR1",2009,1970,2,"Short",5.55,NA
"208","2009-10","Comilla","2009-2010-Comilla","BR1",2009,1970,2,"Short",5.75,NA
"209","2009-10","Gazipur","2009-2010-Gazipur","BR1",2009,1970,2,"Short",3.15,NA
"210","2009-10","Habiganj","2009-2010-Habiganj","BR1",2009,1970,2,"Short",6.05,NA
"211","2009-10","Rajshahi","2009-2010-Rajshahi","BR1",2009,1970,2,"Short",5.22,NA
"212","2009-10","Rangpur","2009-2010-Rangpur","BR1",2009,1970,2,"Short",2.5,NA
"213","2009-10","Satkhira","2009-2010-Satkhira","BR1",2009,1970,2,"Short",4.67,NA
"214","2009-10","Kustia","2009-2010-Kustia","BR1",2009,1970,2,"Short",5.71,NA
"215","2010-11","Barisal","2010-2011-Barisal","BR1",2010,1970,2,"Short",4.76,NA
"216","2010-11","Bhanga","2010-2011-Bhanga","BR1",2010,1970,2,"Short",4.97,NA
"217","2010-11","Comilla","2010-2011-Comilla","BR1",2010,1970,2,"Short",5.43,NA
"218","2010-11","Gazipur","2010-2011-Gazipur","BR1",2010,1970,2,"Short",2.8,NA
"219","2010-11","Habiganj","2010-2011-Habiganj","BR1",2010,1970,2,"Short",5.5,NA
"220","2010-11","Rangpur","2010-2011-Rangpur","BR1",2010,1970,2,"Short",2.6,NA
"221","2010-11","Satkhira","2010-2011-Satkhira","BR1",2010,1970,2,"Short",4.5,NA
"222","2010-11","Sonagazi","2010-2011-Sonagazi","BR1",2010,1970,2,"Short",5.3,NA
"223","2010-11","Kustia","2010-2011-Kustia","BR1",2010,1970,2,"Short",4.67,NA
"224","2010-11","Rajshahi","2010-2011-Rajshahi","BR1",2010,1970,2,"Short",6,NA
"225","2011-12","Barisal","2011-2012-Barisal","BR1",2011,1970,2,"Short",4.76,NA
"226","2011-12","Bhanga","2011-2012-Bhanga","BR1",2011,1970,2,"Short",4.97,NA
"227","2011-12","Comilla","2011-2012-Comilla","BR1",2011,1970,2,"Short",5.24,NA
"228","2011-12","Gazipur","2011-2012-Gazipur","BR1",2011,1970,2,"Short",4.93,NA
"229","2011-12","Habiganj","2011-2012-Habiganj","BR1",2011,1970,2,"Short",5.5,NA
"230","2011-12","Rangpur","2011-2012-Rangpur","BR1",2011,1970,2,"Short",2.6,NA
"231","2011-12","Satkhira","2011-2012-Satkhira","BR1",2011,1970,2,"Short",6.66,NA
"232","2011-12","Sonagazi","2011-2012-Sonagazi","BR1",2011,1970,2,"Short",5.3,NA
"233","2011-12","Kustia","2011-2012-Kustia","BR1",2011,1970,2,"Short",4.67,NA
"234","2011-12","Rajshahi","2011-2012-Rajshahi","BR1",2011,1970,2,"Short",6.77,NA
"235","2012-13","Barisal","2012-2013-Barisal","BR1",2012,1970,2,"Short",4.83,NA
"236","2012-13","Bhanga","2012-2013-Bhanga","BR1",2012,1970,2,"Short",6.38,NA
"237","2012-13","Comilla","2012-2013-Comilla","BR1",2012,1970,2,"Short",5.58,NA
"238","2012-13","Gazipur","2012-2013-Gazipur","BR1",2012,1970,2,"Short",6.35,NA
"239","2012-13","Habiganj","2012-2013-Habiganj","BR1",2012,1970,2,"Short",5.9,NA
"240","2012-13","Rangpur","2012-2013-Rangpur","BR1",2012,1970,2,"Short",6.2,NA
"241","2012-13","Satkhira","2012-2013-Satkhira","BR1",2012,1970,2,"Short",7,NA
"242","2012-13","Sonagazi","2012-2013-Sonagazi","BR1",2012,1970,2,"Short",3.7,NA
"243","2012-13","Kustia","2012-2013-Kustia","BR1",2012,1970,2,"Short",6.45,NA
"244","2012-13","Rajshahi","2012-2013-Rajshahi","BR1",2012,1970,2,"Short",5.26,NA
"245","2013-14","Barisal","2013-2014-Barisal","BR1",2013,1970,2,"Short",4.55,NA
"246","2013-14","Bhanga","2013-2014-Bhanga","BR1",2013,1970,2,"Short",5.7,NA
"247","2013-14","Comilla","2013-2014-Comilla","BR1",2013,1970,2,"Short",5.25,NA
"248","2013-14","Gazipur","2013-2014-Gazipur","BR1",2013,1970,2,"Short",6.8,NA
"249","2013-14","Habiganj","2013-2014-Habiganj","BR1",2013,1970,2,"Short",5.8,NA
"250","2013-14","Rangpur","2013-2014-Rangpur","BR1",2013,1970,2,"Short",5.6,NA
"251","2013-14","Satkhira","2013-2014-Satkhira","BR1",2013,1970,2,"Short",6.31,NA
"252","2013-14","Sonagazi","2013-2014-Sonagazi","BR1",2013,1970,2,"Short",5.25,NA
"253","2013-14","Kustia","2013-2014-Kustia","BR1",2013,1970,2,"Short",6.33,NA
"254","2013-14","Rajshahi","2013-2014-Rajshahi","BR1",2013,1970,2,"Short",5.24,NA
"255","2014-15","Barisal","2014-2015-Barisal","BR1",2014,1970,2,"Short",4.26,NA
"256","2014-15","Bhanga","2014-2015-Bhanga","BR1",2014,1970,2,"Short",7.67,NA
"257","2014-15","Comilla","2014-2015-Comilla","BR1",2014,1970,2,"Short",4.92,NA
"258","2014-15","Gazipur","2014-2015-Gazipur","BR1",2014,1970,2,"Short",6.1,NA
"259","2014-15","Habiganj","2014-2015-Habiganj","BR1",2014,1970,2,"Short",5.87,NA
"260","2014-15","Rangpur","2014-2015-Rangpur","BR1",2014,1970,2,"Short",3.05,NA
"261","2014-15","Satkhira","2014-2015-Satkhira","BR1",2014,1970,2,"Short",6.04,NA
"262","2014-15","Sonagazi","2014-2015-Sonagazi","BR1",2014,1970,2,"Short",5.37,NA
"263","2014-15","Kustia","2014-2015-Kustia","BR1",2014,1970,2,"Short",6.21,NA
"264","2014-15","Rajshahi","2014-2015-Rajshahi","BR1",2014,1970,2,"Short",5.21,NA
"275","2001-02","Barisal","2001-2002-Barisal","BR1",2001,1970,3,"Short",6.83,NA
"276","2001-02","Bhanga","2001-2002-Bhanga","BR1",2001,1970,3,"Short",6,NA
"277","2001-02","Comilla","2001-2002-Comilla","BR1",2001,1970,3,"Short",5.96,NA
"278","2001-02","Habiganj","2001-2002-Habiganj","BR1",2001,1970,3,"Short",5.27,NA
"279","2001-02","Rajshahi","2001-2002-Rajshahi","BR1",2001,1970,3,"Short",5.5,NA
"280","2001-02","Rangpur","2001-2002-Rangpur","BR1",2001,1970,3,"Short",4.82,NA
"281","2001-02","Satkhira","2001-2002-Satkhira","BR1",2001,1970,3,"Short",5.32,NA
"282","2002-03","Barisal","2002-2003-Barisal","BR1",2002,1970,3,"Short",5.24,NA
"283","2002-03","Bhanga","2002-2003-Bhanga","BR1",2002,1970,3,"Short",4.24,NA
"284","2002-03","Comilla","2002-2003-Comilla","BR1",2002,1970,3,"Short",4.58,NA
"285","2002-03","Gazipur","2002-2003-Gazipur","BR1",2002,1970,3,"Short",4.24,NA
"286","2002-03","Habiganj","2002-2003-Habiganj","BR1",2002,1970,3,"Short",5.55,NA
"287","2002-03","Rajshahi","2002-2003-Rajshahi","BR1",2002,1970,3,"Short",2.4,NA
"288","2002-03","Rangpur","2002-2003-Rangpur","BR1",2002,1970,3,"Short",3.14,NA
"289","2002-03","Satkhira","2002-2003-Satkhira","BR1",2002,1970,3,"Short",4.35,NA
"290","2003-04","Barisal","2003-2004-Barisal","BR1",2003,1970,3,"Short",5.13,NA
"291","2003-04","Bhanga","2003-2004-Bhanga","BR1",2003,1970,3,"Short",5.17,NA
"292","2003-04","Comilla","2003-2004-Comilla","BR1",2003,1970,3,"Short",4.53,NA
"293","2003-04","Gazipur","2003-2004-Gazipur","BR1",2003,1970,3,"Short",2.15,NA
"294","2003-04","Habiganj","2003-2004-Habiganj","BR1",2003,1970,3,"Short",4.1,NA
"295","2003-04","Rajshahi","2003-2004-Rajshahi","BR1",2003,1970,3,"Short",2.35,NA
"296","2003-04","Rangpur","2003-2004-Rangpur","BR1",2003,1970,3,"Short",4.25,NA
"297","2003-04","Satkhira","2003-2004-Satkhira","BR1",2003,1970,3,"Short",5.47,NA
"298","2004-05","Barisal","2004-2005-Barisal","BR1",2004,1970,3,"Short",5.27,NA
"299","2004-05","Bhanga","2004-2005-Bhanga","BR1",2004,1970,3,"Short",7.27,NA
"300","2004-05","Comilla","2004-2005-Comilla","BR1",2004,1970,3,"Short",5.72,NA
"301","2004-05","Gazipur","2004-2005-Gazipur","BR1",2004,1970,3,"Short",3.94,NA
"302","2004-05","Habiganj","2004-2005-Habiganj","BR1",2004,1970,3,"Short",4.52,NA
"303","2004-05","Rajshahi","2004-2005-Rajshahi","BR1",2004,1970,3,"Short",5.16,NA
"304","2004-05","Rangpur","2004-2005-Rangpur","BR1",2004,1970,3,"Short",5.08,NA
"305","2004-05","Satkhira","2004-2005-Satkhira","BR1",2004,1970,3,"Short",5.54,NA
"306","2004-05","Kustia","2004-2005-Kustia","BR1",2004,1970,3,"Short",5.81,NA
