"","Y","L","Env","tj","ri","Group","G","adjmean","se","ErrVar","w"
"2669","2001-02","Bhanga","2001-2002-Bhanga",2001,1985,"Stress","BR19",6.73333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"3050","2001-02","Bhanga","2001-2002-Bhanga",2001,1971,"Long","BR2",6.53333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"3431","2001-02","Bhanga","2001-2002-Bhanga",2001,1973,"Long","BR3",5.83333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"3812","2001-02","Bhanga","2001-2002-Bhanga",2001,1977,"Short","BR6",6.3,0.285697556310732,0.0816230936819241,12.2514346723598
"4193","2001-02","Bhanga","2001-2002-Bhanga",2001,1977,"Long","BR7",7.43333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"4574","2001-02","Bhanga","2001-2002-Bhanga",2001,1978,"Long","BR8",5.2,0.285697556310732,0.0816230936819241,12.2514346723598
"4955","2001-02","Bhanga","2001-2002-Bhanga",2001,1978,"Long","BR9",6.63333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"5336","2001-02","Bhanga","2001-2002-Bhanga",2001,1994,"Short","BRRI dhan28",6.16666666666667,0.285697556310732,0.0816230936819241,12.2514346723598
"5717","2001-02","Bhanga","2001-2002-Bhanga",2001,1994,"Long","BRRI dhan29",7.96666666666667,0.285697556310732,0.0816230936819241,12.2514346723598
"6098","2001-02","Bhanga","2001-2002-Bhanga",2001,1998,"Long","BRRI dhan35",6.93333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"6479","2001-02","Bhanga","2001-2002-Bhanga",2001,1998,"Stress","BRRI dhan36",6.63333333333333,0.285697556310732,0.0816230936819241,12.2514346723598
"3","2001-02","Comilla","2001-2002-Comilla",2001,1970,"Short","BR1",6.28666666666662,0.161967074843444,0.0262333333333418,38.1194409148543
"384","2001-02","Comilla","2001-2002-Comilla",2001,1983,"Long","BR12",4.47333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"765","2001-02","Comilla","2001-2002-Comilla",2001,1983,"Long","BR14",6.35,0.161967074843444,0.0262333333333418,38.1194409148542
"1146","2001-02","Comilla","2001-2002-Comilla",2001,1983,"Long","BR15",6.59333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"1527","2001-02","Comilla","2001-2002-Comilla",2001,1983,"Long","BR16",6.05333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"1908","2001-02","Comilla","2001-2002-Comilla",2001,1985,"Stress","BR17",5.61666666666667,0.161967074843444,0.0262333333333418,38.1194409148542
"2289","2001-02","Comilla","2001-2002-Comilla",2001,1985,"Stress","BR18",5.28666666666667,0.161967074843444,0.0262333333333418,38.1194409148542
"2670","2001-02","Comilla","2001-2002-Comilla",2001,1985,"Stress","BR19",5.41,0.161967074843444,0.0262333333333418,38.1194409148542
"3051","2001-02","Comilla","2001-2002-Comilla",2001,1971,"Long","BR2",5.47333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"3432","2001-02","Comilla","2001-2002-Comilla",2001,1973,"Long","BR3",6.18,0.161967074843444,0.0262333333333418,38.1194409148542
"3813","2001-02","Comilla","2001-2002-Comilla",2001,1977,"Short","BR6",4.55333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"4194","2001-02","Comilla","2001-2002-Comilla",2001,1977,"Long","BR7",5.37666666666667,0.161967074843444,0.0262333333333418,38.1194409148542
"4575","2001-02","Comilla","2001-2002-Comilla",2001,1978,"Long","BR8",3.55333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"4956","2001-02","Comilla","2001-2002-Comilla",2001,1978,"Long","BR9",5.37666666666667,0.161967074843444,0.0262333333333418,38.1194409148542
"5337","2001-02","Comilla","2001-2002-Comilla",2001,1994,"Short","BRRI dhan28",5.04666666666667,0.161967074843444,0.0262333333333418,38.1194409148542
"5718","2001-02","Comilla","2001-2002-Comilla",2001,1994,"Long","BRRI dhan29",5.79333333333333,0.161967074843444,0.0262333333333418,38.1194409148542
"6099","2001-02","Comilla","2001-2002-Comilla",2001,1998,"Long","BRRI dhan35",6.2,0.161967074843444,0.0262333333333418,38.1194409148543
"6480","2001-02","Comilla","2001-2002-Comilla",2001,1998,"Stress","BRRI dhan36",6.45666666666667,0.161967074843444,0.0262333333333418,38.1194409148543
"4","2001-02","Habiganj","2001-2002-Habiganj",2001,1970,"Short","BR1",5.52999999999998,0.180123313687117,0.0324444081336274,30.8219523031933
"385","2001-02","Habiganj","2001-2002-Habiganj",2001,1983,"Long","BR12",4.73333333333334,0.180123313687117,0.0324444081336275,30.8219523031932
"766","2001-02","Habiganj","2001-2002-Habiganj",2001,1983,"Long","BR14",5.94,0.180123313687117,0.0324444081336275,30.8219523031932
"1147","2001-02","Habiganj","2001-2002-Habiganj",2001,1983,"Long","BR15",5.14333333333333,0.180123313687117,0.0324444081336275,30.8219523031932
"1528","2001-02","Habiganj","2001-2002-Habiganj",2001,1983,"Long","BR16",5.55,0.180123313687117,0.0324444081336275,30.8219523031932
"1909","2001-02","Habiganj","2001-2002-Habiganj",2001,1985,"Stress","BR17",5.90666666666667,0.180123313687117,0.0324444081336275,30.8219523031932
"2290","2001-02","Habiganj","2001-2002-Habiganj",2001,1985,"Stress","BR18",4.95,0.180123313687117,0.0324444081336275,30.8219523031932
"2671","2001-02","Habiganj","2001-2002-Habiganj",2001,1985,"Stress","BR19",5.52,0.180123313687117,0.0324444081336275,30.8219523031932
"3052","2001-02","Habiganj","2001-2002-Habiganj",2001,1971,"Long","BR2",4.56666666666667,0.180123313687117,0.0324444081336275,30.8219523031932
"3433","2001-02","Habiganj","2001-2002-Habiganj",2001,1973,"Long","BR3",5.65666666666667,0.180123313687117,0.0324444081336275,30.8219523031932
"3814","2001-02","Habiganj","2001-2002-Habiganj",2001,1977,"Short","BR6",4.91666666666667,0.180123313687117,0.0324444081336275,30.8219523031932
"4195","2001-02","Habiganj","2001-2002-Habiganj",2001,1977,"Long","BR7",5.24333333333333,0.180123313687117,0.0324444081336275,30.8219523031932
"4576","2001-02","Habiganj","2001-2002-Habiganj",2001,1978,"Long","BR8",3.72,0.180123313687117,0.0324444081336275,30.8219523031932
"4957","2001-02","Habiganj","2001-2002-Habiganj",2001,1978,"Long","BR9",5.33,0.180123313687117,0.0324444081336275,30.8219523031932
"5338","2001-02","Habiganj","2001-2002-Habiganj",2001,1994,"Short","BRRI dhan28",5.31333333333333,0.180123313687117,0.0324444081336275,30.8219523031932
"5719","2001-02","Habiganj","2001-2002-Habiganj",2001,1994,"Long","BRRI dhan29",6.18666666666667,0.180123313687117,0.0324444081336275,30.8219523031932
"6100","2001-02","Habiganj","2001-2002-Habiganj",2001,1998,"Long","BRRI dhan35",4.97,0.180123313687117,0.0324444081336275,30.8219523031932
"6481","2001-02","Habiganj","2001-2002-Habiganj",2001,1998,"Stress","BRRI dhan36",5.56,0.180123313687117,0.0324444081336275,30.8219523031932
"5","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1970,"Short","BR1",5.39999999999997,0.362854014149783,0.131663035584611,7.59514616657435
"386","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1983,"Long","BR12",5.23333333333334,0.362854014149784,0.131663035584611,7.59514616657432
"767","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1983,"Long","BR14",6.4,0.362854014149784,0.131663035584611,7.59514616657432
"1148","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1983,"Long","BR15",4.63333333333333,0.362854014149784,0.131663035584611,7.59514616657432
"1529","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1983,"Long","BR16",5.16666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"1910","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1985,"Stress","BR17",4.96666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"2291","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1985,"Stress","BR18",5.66666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"2672","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1985,"Stress","BR19",5.36666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"3053","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1971,"Long","BR2",5.56666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"3434","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1973,"Long","BR3",5.3,0.362854014149784,0.131663035584611,7.59514616657432
"3815","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1977,"Short","BR6",6.26666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"4196","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1977,"Long","BR7",4.3,0.362854014149784,0.131663035584611,7.59514616657432
"4577","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1978,"Long","BR8",5.36666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"4958","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1978,"Long","BR9",4.73333333333333,0.362854014149784,0.131663035584611,7.59514616657432
"5339","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1994,"Short","BRRI dhan28",4.6,0.362854014149784,0.131663035584611,7.59514616657432
"5720","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1994,"Long","BRRI dhan29",5.26666666666667,0.362854014149784,0.131663035584611,7.59514616657432
"6101","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1998,"Long","BRRI dhan35",5.66666666666667,0.362854014149784,0.131663035584611,7.59514616657433
"6482","2001-02","Rajshahi","2001-2002-Rajshahi",2001,1998,"Stress","BRRI dhan36",5.93333333333333,0.362854014149784,0.131663035584611,7.59514616657433
"6","2001-02","Rangpur","2001-2002-Rangpur",2001,1970,"Short","BR1",5.3733333333333,0.303329921693112,0.0920090413943492,10.8684971046923
"387","2001-02","Rangpur","2001-2002-Rangpur",2001,1983,"Long","BR12",6.14666666666667,0.303329921693112,0.0920090413943494,10.8684971046923
"768","2001-02","Rangpur","2001-2002-Rangpur",2001,1983,"Long","BR14",6.71333333333333,0.303329921693112,0.0920090413943494,10.8684971046923
"1149","2001-02","Rangpur","2001-2002-Rangpur",2001,1983,"Long","BR15",6.31,0.303329921693112,0.0920090413943495,10.8684971046923
"1530","2001-02","Rangpur","2001-2002-Rangpur",2001,1983,"Long","BR16",7.38666666666667,0.303329921693112,0.0920090413943495,10.8684971046923
"1911","2001-02","Rangpur","2001-2002-Rangpur",2001,1985,"Stress","BR17",7.65,0.303329921693112,0.0920090413943495,10.8684971046923
"2292","2001-02","Rangpur","2001-2002-Rangpur",2001,1985,"Stress","BR18",6.60333333333334,0.303329921693112,0.0920090413943495,10.8684971046923
"2673","2001-02","Rangpur","2001-2002-Rangpur",2001,1985,"Stress","BR19",6.90333333333333,0.303329921693112,0.0920090413943495,10.8684971046923
"3054","2001-02","Rangpur","2001-2002-Rangpur",2001,1971,"Long","BR2",6.54,0.303329921693112,0.0920090413943495,10.8684971046923
"3435","2001-02","Rangpur","2001-2002-Rangpur",2001,1973,"Long","BR3",6.73333333333333,0.303329921693112,0.0920090413943495,10.8684971046923
"3816","2001-02","Rangpur","2001-2002-Rangpur",2001,1977,"Short","BR6",5.31333333333334,0.303329921693112,0.0920090413943494,10.8684971046923
"4197","2001-02","Rangpur","2001-2002-Rangpur",2001,1977,"Long","BR7",6.81333333333333,0.303329921693112,0.0920090413943495,10.8684971046923
"4578","2001-02","Rangpur","2001-2002-Rangpur",2001,1978,"Long","BR8",4.30333333333333,0.303329921693112,0.0920090413943495,10.8684971046923
"4959","2001-02","Rangpur","2001-2002-Rangpur",2001,1978,"Long","BR9",7.35,0.303329921693112,0.0920090413943494,10.8684971046923
"5340","2001-02","Rangpur","2001-2002-Rangpur",2001,1994,"Short","BRRI dhan28",4.49,0.303329921693112,0.0920090413943494,10.8684971046923
"5721","2001-02","Rangpur","2001-2002-Rangpur",2001,1994,"Long","BRRI dhan29",8.43666666666667,0.303329921693112,0.0920090413943494,10.8684971046923
"6102","2001-02","Rangpur","2001-2002-Rangpur",2001,1998,"Long","BRRI dhan35",6.61333333333333,0.303329921693112,0.0920090413943494,10.8684971046923
"6483","2001-02","Rangpur","2001-2002-Rangpur",2001,1998,"Stress","BRRI dhan36",5.67,0.303329921693112,0.0920090413943494,10.8684971046923
"7","2001-02","Satkhira","2001-2002-Satkhira",2001,1970,"Short","BR1",5.23666666666665,0.0580189161050504,0.00336619462600488,297.071355374016
"388","2001-02","Satkhira","2001-2002-Satkhira",2001,1983,"Long","BR12",4.25,0.0580189161050505,0.00336619462600489,297.071355374016
"769","2001-02","Satkhira","2001-2002-Satkhira",2001,1983,"Long","BR14",6.55,0.0580189161050505,0.00336619462600489,297.071355374016
"1150","2001-02","Satkhira","2001-2002-Satkhira",2001,1983,"Long","BR15",5.04666666666667,0.0580189161050505,0.00336619462600489,297.071355374015
"1531","2001-02","Satkhira","2001-2002-Satkhira",2001,1983,"Long","BR16",4.46666666666667,0.0580189161050505,0.00336619462600489,297.071355374015
"1912","2001-02","Satkhira","2001-2002-Satkhira",2001,1985,"Stress","BR17",5.56333333333333,0.0580189161050505,0.00336619462600489,297.071355374015
"2293","2001-02","Satkhira","2001-2002-Satkhira",2001,1985,"Stress","BR18",4.33333333333333,0.0580189161050505,0.00336619462600489,297.071355374015
"2674","2001-02","Satkhira","2001-2002-Satkhira",2001,1985,"Stress","BR19",6.5,0.0580189161050505,0.00336619462600489,297.071355374015
"3055","2001-02","Satkhira","2001-2002-Satkhira",2001,1971,"Long","BR2",5.93333333333333,0.0580189161050505,0.00336619462600489,297.071355374015
"3436","2001-02","Satkhira","2001-2002-Satkhira",2001,1973,"Long","BR3",5.56,0.0580189161050505,0.00336619462600489,297.071355374015
"3817","2001-02","Satkhira","2001-2002-Satkhira",2001,1977,"Short","BR6",5.63,0.0580189161050505,0.00336619462600489,297.071355374016
"4198","2001-02","Satkhira","2001-2002-Satkhira",2001,1977,"Long","BR7",4.21333333333333,0.0580189161050505,0.00336619462600489,297.071355374015
"4579","2001-02","Satkhira","2001-2002-Satkhira",2001,1978,"Long","BR8",5.96666666666667,0.0580189161050505,0.00336619462600489,297.071355374015
"4960","2001-02","Satkhira","2001-2002-Satkhira",2001,1978,"Long","BR9",6.55,0.0580189161050505,0.00336619462600489,297.071355374016
"5341","2001-02","Satkhira","2001-2002-Satkhira",2001,1994,"Short","BRRI dhan28",7.50333333333333,0.0580189161050505,0.00336619462600489,297.071355374016
"5722","2001-02","Satkhira","2001-2002-Satkhira",2001,1994,"Long","BRRI dhan29",7.74333333333333,0.0580189161050505,0.00336619462600489,297.071355374016
"6103","2001-02","Satkhira","2001-2002-Satkhira",2001,1998,"Long","BRRI dhan35",5.51,0.0580189161050505,0.00336619462600489,297.071355374016
"6484","2001-02","Satkhira","2001-2002-Satkhira",2001,1998,"Stress","BRRI dhan36",5.52666666666667,0.0580189161050505,0.00336619462600489,297.071355374016
"8","2002-03","Barisal","2002-2003-Barisal",2002,1970,"Short","BR1",4.47666666666665,0.313910433640852,0.0985397603485876,10.1481878630765
"389","2002-03","Barisal","2002-2003-Barisal",2002,1983,"Long","BR12",4.71666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"770","2002-03","Barisal","2002-2003-Barisal",2002,1983,"Long","BR14",3.34,0.313910433640852,0.0985397603485878,10.1481878630764
"1151","2002-03","Barisal","2002-2003-Barisal",2002,1983,"Long","BR15",3.61333333333333,0.313910433640852,0.0985397603485878,10.1481878630764
"1532","2002-03","Barisal","2002-2003-Barisal",2002,1983,"Long","BR16",4.90666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"1913","2002-03","Barisal","2002-2003-Barisal",2002,1985,"Stress","BR17",4.69666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"2294","2002-03","Barisal","2002-2003-Barisal",2002,1985,"Stress","BR18",4.57666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"2675","2002-03","Barisal","2002-2003-Barisal",2002,1985,"Stress","BR19",4.91,0.313910433640852,0.0985397603485878,10.1481878630764
"3056","2002-03","Barisal","2002-2003-Barisal",2002,1971,"Long","BR2",3.34,0.313910433640852,0.0985397603485878,10.1481878630764
"3437","2002-03","Barisal","2002-2003-Barisal",2002,1973,"Long","BR3",4.99666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"3818","2002-03","Barisal","2002-2003-Barisal",2002,1977,"Short","BR6",2.98666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"4199","2002-03","Barisal","2002-2003-Barisal",2002,1977,"Long","BR7",4.91,0.313910433640852,0.0985397603485878,10.1481878630764
"4580","2002-03","Barisal","2002-2003-Barisal",2002,1978,"Long","BR8",3.29666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"4961","2002-03","Barisal","2002-2003-Barisal",2002,1978,"Long","BR9",5.51666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"5342","2002-03","Barisal","2002-2003-Barisal",2002,1994,"Short","BRRI dhan28",4.29333333333333,0.313910433640852,0.0985397603485878,10.1481878630764
"5723","2002-03","Barisal","2002-2003-Barisal",2002,1994,"Long","BRRI dhan29",5.75666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"6104","2002-03","Barisal","2002-2003-Barisal",2002,1998,"Long","BRRI dhan35",5.26,0.313910433640852,0.0985397603485878,10.1481878630764
"6485","2002-03","Barisal","2002-2003-Barisal",2002,1998,"Stress","BRRI dhan36",3.78666666666667,0.313910433640852,0.0985397603485878,10.1481878630764
"9","2002-03","Bhanga","2002-2003-Bhanga",2002,1970,"Short","BR1",5.12999999999998,0.306089195329507,0.0936905954974651,10.673429864442
"390","2002-03","Bhanga","2002-2003-Bhanga",2002,1983,"Long","BR12",6.28666666666667,0.306089195329507,0.0936905954974654,10.673429864442
"771","2002-03","Bhanga","2002-2003-Bhanga",2002,1983,"Long","BR14",5.77666666666667,0.306089195329507,0.0936905954974654,10.673429864442
"1152","2002-03","Bhanga","2002-2003-Bhanga",2002,1983,"Long","BR15",6.11333333333333,0.306089195329507,0.0936905954974654,10.673429864442
"1533","2002-03","Bhanga","2002-2003-Bhanga",2002,1983,"Long","BR16",6.16333333333333,0.306089195329508,0.0936905954974654,10.673429864442
"1914","2002-03","Bhanga","2002-2003-Bhanga",2002,1985,"Stress","BR17",6.54666666666667,0.306089195329507,0.0936905954974654,10.673429864442
"2295","2002-03","Bhanga","2002-2003-Bhanga",2002,1985,"Stress","BR18",6.45666666666667,0.306089195329508,0.0936905954974654,10.673429864442
"2676","2002-03","Bhanga","2002-2003-Bhanga",2002,1985,"Stress","BR19",6.80333333333333,0.306089195329508,0.0936905954974654,10.673429864442
"3057","2002-03","Bhanga","2002-2003-Bhanga",2002,1971,"Long","BR2",5.90333333333333,0.306089195329507,0.0936905954974654,10.673429864442
"3438","2002-03","Bhanga","2002-2003-Bhanga",2002,1973,"Long","BR3",6.28666666666667,0.306089195329508,0.0936905954974654,10.673429864442
"3819","2002-03","Bhanga","2002-2003-Bhanga",2002,1977,"Short","BR6",5.67,0.306089195329507,0.0936905954974654,10.673429864442
"4200","2002-03","Bhanga","2002-2003-Bhanga",2002,1977,"Long","BR7",5.77333333333333,0.306089195329507,0.0936905954974654,10.673429864442
"4581","2002-03","Bhanga","2002-2003-Bhanga",2002,1978,"Long","BR8",6.23666666666667,0.306089195329507,0.0936905954974654,10.673429864442
"4962","2002-03","Bhanga","2002-2003-Bhanga",2002,1978,"Long","BR9",7.01,0.306089195329507,0.0936905954974654,10.673429864442
"5343","2002-03","Bhanga","2002-2003-Bhanga",2002,1994,"Short","BRRI dhan28",6.06666666666667,0.306089195329507,0.0936905954974654,10.673429864442
"5724","2002-03","Bhanga","2002-2003-Bhanga",2002,1994,"Long","BRRI dhan29",8.05333333333333,0.306089195329507,0.0936905954974654,10.673429864442
"6105","2002-03","Bhanga","2002-2003-Bhanga",2002,1998,"Long","BRRI dhan35",6.73666666666667,0.306089195329507,0.0936905954974653,10.673429864442
"6486","2002-03","Bhanga","2002-2003-Bhanga",2002,1998,"Stress","BRRI dhan36",6.85333333333333,0.306089195329507,0.0936905954974653,10.673429864442
"10","2002-03","Comilla","2002-2003-Comilla",2002,1970,"Short","BR1",4.73333333333332,0.215096624181339,0.0462665577342083,21.6138837417901
"391","2002-03","Comilla","2002-2003-Comilla",2002,1983,"Long","BR12",4.58333333333333,0.21509662418134,0.0462665577342084,21.6138837417901
"772","2002-03","Comilla","2002-2003-Comilla",2002,1983,"Long","BR14",5.95666666666667,0.21509662418134,0.0462665577342084,21.6138837417901
"1153","2002-03","Comilla","2002-2003-Comilla",2002,1983,"Long","BR15",4.49333333333333,0.21509662418134,0.0462665577342085,21.6138837417901
"1534","2002-03","Comilla","2002-2003-Comilla",2002,1983,"Long","BR16",5.83,0.21509662418134,0.0462665577342085,21.6138837417901
"1915","2002-03","Comilla","2002-2003-Comilla",2002,1985,"Stress","BR17",5.87333333333333,0.21509662418134,0.0462665577342085,21.6138837417901
"2296","2002-03","Comilla","2002-2003-Comilla",2002,1985,"Stress","BR18",3.75,0.21509662418134,0.0462665577342085,21.6138837417901
"2677","2002-03","Comilla","2002-2003-Comilla",2002,1985,"Stress","BR19",5.35,0.21509662418134,0.0462665577342085,21.6138837417901
"3058","2002-03","Comilla","2002-2003-Comilla",2002,1971,"Long","BR2",5.24333333333333,0.21509662418134,0.0462665577342085,21.6138837417901
"3439","2002-03","Comilla","2002-2003-Comilla",2002,1973,"Long","BR3",5.76666666666667,0.21509662418134,0.0462665577342085,21.6138837417901
"3820","2002-03","Comilla","2002-2003-Comilla",2002,1977,"Short","BR6",4.18,0.21509662418134,0.0462665577342084,21.6138837417901
"4201","2002-03","Comilla","2002-2003-Comilla",2002,1977,"Long","BR7",5.73666666666667,0.21509662418134,0.0462665577342085,21.6138837417901
"4582","2002-03","Comilla","2002-2003-Comilla",2002,1978,"Long","BR8",3.85666666666667,0.21509662418134,0.0462665577342085,21.6138837417901
"4963","2002-03","Comilla","2002-2003-Comilla",2002,1978,"Long","BR9",5.83333333333333,0.21509662418134,0.0462665577342084,21.6138837417901
"5344","2002-03","Comilla","2002-2003-Comilla",2002,1994,"Short","BRRI dhan28",4.77,0.21509662418134,0.0462665577342084,21.6138837417901
"5725","2002-03","Comilla","2002-2003-Comilla",2002,1994,"Long","BRRI dhan29",6.26666666666667,0.21509662418134,0.0462665577342084,21.6138837417901
"6106","2002-03","Comilla","2002-2003-Comilla",2002,1998,"Long","BRRI dhan35",4.84333333333333,0.21509662418134,0.0462665577342084,21.6138837417901
"6487","2002-03","Comilla","2002-2003-Comilla",2002,1998,"Stress","BRRI dhan36",4.54333333333333,0.21509662418134,0.0462665577342084,21.6138837417901
"11","2002-03","Gazipur","2002-2003-Gazipur",2002,1970,"Short","BR1",4.42333333333336,0.322315233364284,0.103887109658673,9.62583330391577
"392","2002-03","Gazipur","2002-2003-Gazipur",2002,1983,"Long","BR12",4.68,0.322315233364284,0.103887109658673,9.62583330391575
"773","2002-03","Gazipur","2002-2003-Gazipur",2002,1983,"Long","BR14",3.90666666666667,0.322315233364284,0.103887109658673,9.62583330391575
"1154","2002-03","Gazipur","2002-2003-Gazipur",2002,1983,"Long","BR15",5.07,0.322315233364284,0.103887109658673,9.62583330391575
"1535","2002-03","Gazipur","2002-2003-Gazipur",2002,1983,"Long","BR16",5.91333333333333,0.322315233364284,0.103887109658673,9.62583330391574
"1916","2002-03","Gazipur","2002-2003-Gazipur",2002,1985,"Stress","BR17",4.95333333333333,0.322315233364284,0.103887109658673,9.62583330391575
"2297","2002-03","Gazipur","2002-2003-Gazipur",2002,1985,"Stress","BR18",3.14333333333333,0.322315233364284,0.103887109658673,9.62583330391574
"2678","2002-03","Gazipur","2002-2003-Gazipur",2002,1985,"Stress","BR19",3.85666666666667,0.322315233364284,0.103887109658673,9.62583330391574
"3059","2002-03","Gazipur","2002-2003-Gazipur",2002,1971,"Long","BR2",3.84333333333333,0.322315233364284,0.103887109658673,9.62583330391575
"3440","2002-03","Gazipur","2002-2003-Gazipur",2002,1973,"Long","BR3",4.95666666666667,0.322315233364284,0.103887109658673,9.62583330391574
