Year,Station,Variety,Category,Rep,Yield,GD
2015-16,Barishal,BR2,Long,2,3.53,134
2015-16,Barishal,BR2,Long,3,3.28,134
2017-18,Sonagazi,BRRI dhan45,Short,1,3.84,134
2017-18,Sonagazi,BRRI dhan45,Short,2,3.06,134
2017-18,Sonagazi,BRRI dhan45,Short,3,2.94,134
2016-17,Bhanga,BRRI dhan47,Short,1,5.6,134
2015-16,Barishal,BRRI dhan58,Medium,1,4.49,134
2015-16,Barishal,BRRI dhan58,Medium,2,4.26,134
2015-16,Barishal,BRRI dhan58,Medium,3,5.48,134
2015-16,Barishal,BRRI dhan60,Short,1,4.19,134
2015-16,Barishal,BRRI dhan60,Short,2,4.3,134
2015-16,Barishal,BRRI dhan60,Short,3,4.42,134
2015-16,Barishal,BRRI dhan68,Medium,1,5.51,134
2015-16,Barishal,BRRI dhan68,Medium,2,5.28,134
2015-16,Barishal,BRRI dhan68,Medium,3,4.62,134
2015-16,Barishal,BR1,Medium,1,4.33,135
2015-16,Barishal,BR1,Medium,2,4.29,135
2015-16,Barishal,BR1,Medium,3,5.32,135
2015-16,Satkhira,BR17,Medium,1,6.63,135
2015-16,Satkhira,BR18,Long,2,6.81,135
2015-16,Satkhira,BR26,Short,2,6.38,135
2015-16,Satkhira,BR9,Medium,2,6.97,135
2016-17,Bhanga,BRRI dhan47,Short,3,5.84,135
2015-16,Satkhira,BRRI dhan50,Medium,2,6.12,135
2015-16,Barishal,BRRI dhan69,Medium,1,4.52,135
2015-16,Barishal,BRRI dhan69,Medium,2,5.03,135
2015-16,Barishal,BRRI dhan69,Medium,3,3.85,135
2015-16,Satkhira,BRRI dhan69,Medium,3,7.03,135
2017-18,Sonagazi,BRRI dhan36,Short,1,4.54,136
2017-18,Sonagazi,BRRI dhan36,Short,2,3.84,136
2017-18,Sonagazi,BRRI dhan36,Short,3,3.98,136
2015-16,Satkhira,BRRI dhan67,Short,3,7.06,136
2015-16,Satkhira,BRRI dhan68,Medium,3,6.57,136
2015-16,Satkhira,BR14,Long,2,6.33,137
2015-16,Satkhira,BR18,Long,3,6.14,137
2015-16,Cumilla,BRRI dhan28,Short,1,6.29,137
2015-16,Cumilla,BRRI dhan28,Short,2,6.19,137
2015-16,Cumilla,BRRI dhan28,Short,3,5.87,137
2017-18,Bhanga,BRRI dhan28,Short,1,5.09,137
2017-18,Bhanga,BRRI dhan45,Short,3,4.18,137
2015-16,Satkhira,BRRI dhan47,Short,2,6.72,137
2017-18,Satkhira,BRRI dhan55,Short,2,6.63,137
2015-16,Kushtia,BRRI dhan67,Short,1,7.17,137
2015-16,Kushtia,BRRI dhan67,Short,2,7.29,137
2015-16,Kushtia,BRRI dhan67,Short,3,7.23,137
2015-16,Satkhira,BRRI dhan67,Short,2,5.81,137
2015-16,Satkhira,BR12,Long,2,6.7,138
2015-16,Satkhira,BR15,Long,2,6.01,138
2016-17,Bhanga,BR15,Long,2,6.96,138
2015-16,Cumilla,BR6,Short,1,4.92,138
2015-16,Cumilla,BR6,Short,2,4.37,138
2015-16,Cumilla,BR6,Short,3,4.76,138
2015-16,Habiganj,BR6,Short,2,5.8,138
2015-16,Habiganj,BR6,Short,3,5.3,138
2015-16,Habiganj,BRRI dhan45,Short,1,7.2,138
2015-16,Satkhira,BRRI dhan45,Short,3,4.65,138
2016-17,Cumilla,BRRI dhan45,Short,2,2.89,138
2017-18,Bhanga,BRRI dhan45,Short,1,4.07,138
2017-18,Bhanga,BRRI dhan45,Short,2,4.19,138
2015-16,Satkhira,BRRI dhan50,Medium,3,6.24,138
2015-16,Satkhira,BRRI dhan55,Short,3,6.85,138
2017-18,Satkhira,BRRI dhan58,Medium,2,5.74,138
2015-16,Satkhira,BRRI dhan61,Medium,2,6.63,138
2015-16,Satkhira,BRRI dhan61,Medium,3,7.03,138
2015-16,Satkhira,BR15,Long,3,6.4,139
2015-16,Habiganj,BR26,Short,2,6,139
2015-16,Habiganj,BR26,Short,3,5.8,139
2017-18,Bhanga,BR26,Short,1,5.07,139
2015-16,Kushtia,BR6,Short,1,5.9,139
2015-16,Kushtia,BR6,Short,2,6.08,139
2015-16,Kushtia,BR6,Short,3,5.99,139
2015-16,Habiganj,BRRI dhan28,Short,3,6.4,139
2015-16,Kushtia,BRRI dhan28,Short,1,6.9,139
2015-16,Kushtia,BRRI dhan28,Short,2,7.34,139
2015-16,Kushtia,BRRI dhan28,Short,3,7,139
2017-18,Bhanga,BRRI dhan28,Short,2,5.73,139
2017-18,Satkhira,BRRI dhan28,Short,3,6.52,139
2017-18,Habiganj,BRRI dhan28,Short,1,5.01,139
2017-18,Habiganj,BRRI dhan28,Short,3,4.78,139
2016-17,Satkhira,BRRI dhan28,Short,1,6.25,139
2016-17,Satkhira,BRRI dhan28,Short,2,6.2,139
2016-17,Satkhira,BRRI dhan28,Short,3,5.85,139
2016-17,Habiganj,BRRI dhan28,Short,3,4.39,139
2015-16,Satkhira,BRRI dhan36,Short,3,5.35,139
2016-17,Cumilla,BRRI dhan45,Short,1,1.99,139
2016-17,Cumilla,BRRI dhan45,Short,3,2.45,139
2016-17,Satkhira,BRRI dhan45,Short,3,5.44,139
2016-17,Habiganj,BRRI dhan45,Short,1,4.67,139
2017-18,Habiganj,BRRI dhan45,Short,1,6.04,139
2017-18,Habiganj,BRRI dhan45,Short,2,5.36,139
2017-18,Habiganj,BRRI dhan45,Short,3,5.18,139
2017-18,Sonagazi,BRRI dhan60,Short,1,5.12,139
2017-18,Sonagazi,BRRI dhan60,Short,2,4.87,139
2017-18,Sonagazi,BRRI dhan60,Short,3,4.11,139
2017-18,Sonagazi,BRRI dhan63,Short,1,4.14,139
2017-18,Sonagazi,BRRI dhan63,Short,2,4.08,139
2017-18,Sonagazi,BRRI dhan63,Short,3,3.79,139
2016-17,Satkhira,BRRI dhan67,Short,2,6.88,139
2017-18,Sonagazi,BRRI dhan67,Short,1,4.55,139
2017-18,Sonagazi,BRRI dhan67,Short,2,4.46,139
2017-18,Sonagazi,BRRI dhan67,Short,3,4.76,139
2017-18,Habiganj,BRRI dhan67,Short,1,5.52,139
2017-18,Habiganj,BRRI dhan67,Short,2,5.42,139
2017-18,Habiganj,BRRI dhan67,Short,3,5.47,139
2015-16,Satkhira,BRRI dhan68,Medium,2,6.3,139
2015-16,Barishal,BRRI dhan74,Medium,1,6.88,139
2015-16,Barishal,BRRI dhan74,Medium,2,6.09,139
2015-16,Barishal,BRRI dhan74,Medium,3,5.38,139
2015-16,Kushtia,BRRI dhan74,Medium,1,6.84,139
2015-16,Kushtia,BRRI dhan74,Medium,2,7.27,139
2015-16,Kushtia,BRRI dhan74,Medium,3,6.86,139
2015-16,Satkhira,BRRI dhan74,Medium,2,6.3,139
2015-16,Satkhira,BRRI dhan74,Medium,3,7.19,139
2016-17,Bhanga,BR12,Long,2,5.69,140
2017-18,Satkhira,BR12,Long,2,5.7,140
2016-17,Bhanga,BR15,Long,1,6.78,140
2015-16,Satkhira,BR16,Long,3,4.78,140
2015-16,Satkhira,BR17,Medium,2,5.33,140
2015-16,Satkhira,BR17,Medium,3,6.12,140
2017-18,Satkhira,BR17,Medium,2,8.32,140
2017-18,Satkhira,BR18,Long,2,6.53,140
2017-18,Satkhira,BR19,Long,2,7.22,140
2015-16,Habiganj,BR26,Short,1,5.8,140
2015-16,Kushtia,BR26,Short,1,6.75,140
2015-16,Kushtia,BR26,Short,2,7.83,140
2015-16,Kushtia,BR26,Short,3,7.02,140
2017-18,Bhanga,BR26,Short,3,5.76,140
2015-16,Habiganj,BR6,Short,1,5.6,140
2017-18,Bhanga,BR6,Short,3,4.2,140
2017-18,Satkhira,BR7,Medium,3,6.67,140
2017-18,Satkhira,BR8,Long,2,6.34,140
2015-16,Habiganj,BRRI dhan28,Short,1,6.1,140
2015-16,Habiganj,BRRI dhan28,Short,2,6.1,140
2017-18,Bhanga,BRRI dhan28,Short,3,5.39,140
2016-17,Habiganj,BRRI dhan28,Short,1,4.28,140
2015-16,Satkhira,BRRI dhan29,Long,3,6.24,140
2017-18,Satkhira,BRRI dhan29,Long,3,6.63,140
2015-16,Satkhira,BRRI dhan35,Medium,3,5.64,140
2017-18,Satkhira,BRRI dhan35,Medium,3,6.66,140
2015-16,Kushtia,BRRI dhan36,Short,1,6.96,140
2015-16,Kushtia,BRRI dhan36,Short,2,5.93,140
2015-16,Kushtia,BRRI dhan36,Short,3,6.64,140
2015-16,Satkhira,BRRI dhan36,Short,1,6.65,140
2017-18,Bhanga,BRRI dhan36,Short,2,4.71,140
2015-16,Habiganj,BRRI dhan45,Short,3,6.9,140
2015-16,Kushtia,BRRI dhan45,Short,1,6.28,140
2015-16,Kushtia,BRRI dhan45,Short,2,7.02,140
2015-16,Kushtia,BRRI dhan45,Short,3,6.84,140
2016-17,Satkhira,BRRI dhan45,Short,2,5.53,140
2016-17,Habiganj,BRRI dhan45,Short,2,4.94,140
2016-17,Habiganj,BRRI dhan45,Short,3,4.49,140
2015-16,Satkhira,BRRI dhan47,Short,3,6.3,140
2015-16,Barishal,BRRI dhan50,Medium,1,5.08,140
2015-16,Barishal,BRRI dhan50,Medium,2,4.92,140
2015-16,Barishal,BRRI dhan50,Medium,3,3.99,140
2017-18,Satkhira,BRRI dhan59,Medium,2,6.48,140
2015-16,Satkhira,BRRI dhan60,Short,3,7.35,140
2015-16,Satkhira,BRRI dhan63,Short,2,7,140
2015-16,Satkhira,BRRI dhan63,Short,3,6.3,140
2016-17,Habiganj,BRRI dhan67,Short,1,3.26,140
2016-17,Habiganj,BRRI dhan67,Short,2,3.94,140
2015-16,Kushtia,BRRI dhan68,Medium,1,7.46,140
2015-16,Kushtia,BRRI dhan68,Medium,2,7.11,140
2015-16,Kushtia,BRRI dhan68,Medium,3,7.36,140
2015-16,Satkhira,BRRI dhan74,Medium,1,5.91,140
2015-16,Satkhira,BR1,Medium,1,5.64,141
2017-18,Satkhira,BR1,Medium,3,6.96,141
2016-17,Bhanga,BR12,Long,3,5.37,141
2015-16,Barishal,BR15,Long,1,5.2,141
2015-16,Barishal,BR15,Long,2,4.45,141
2015-16,Barishal,BR15,Long,3,5.1,141
2016-17,Bhanga,BR15,Long,3,6.48,141
2015-16,Barishal,BR16,Long,1,5.99,141
2015-16,Barishal,BR16,Long,2,5.67,141
2015-16,Barishal,BR16,Long,3,5.57,141
2015-16,Satkhira,BR16,Long,2,6.18,141
2017-18,Satkhira,BR16,Long,3,7.29,141
2017-18,Barishal,BR17,Medium,1,1.95,141
2017-18,Barishal,BR17,Medium,2,2.37,141
2017-18,Barishal,BR17,Medium,3,2.92,141
2017-18,Satkhira,BR17,Medium,1,4.92,141
2017-18,Satkhira,BR17,Medium,3,6.18,141
2017-18,Habiganj,BR17,Medium,1,2.16,141
2015-16,Satkhira,BR3,Long,3,6.26,141
2017-18,Satkhira,BR6,Short,3,6.96,141
2017-18,Satkhira,BR8,Long,3,6.45,141
2015-16,Satkhira,BRRI dhan28,Short,3,5.96,141
2017-18,Barishal,BRRI dhan28,Short,1,3.71,141
2017-18,Barishal,BRRI dhan28,Short,3,3.37,141
2016-17,Barishal,BRRI dhan28,Short,1,4.68,141
2015-16,Satkhira,BRRI dhan29,Long,1,5.45,141
2017-18,Barishal,BRRI dhan35,Medium,1,3.95,141
2015-16,Cumilla,BRRI dhan36,Short,1,5.05,141
2015-16,Cumilla,BRRI dhan36,Short,2,6.25,141
2015-16,Cumilla,BRRI dhan36,Short,3,6,141
2015-16,Satkhira,BRRI dhan36,Short,2,5.51,141
2016-17,Satkhira,BRRI dhan36,Short,1,6.48,141
2015-16,Habiganj,BRRI dhan45,Short,2,6.3,141
2015-16,Satkhira,BRRI dhan45,Short,1,6.25,141
2015-16,Satkhira,BRRI dhan45,Short,2,6.02,141
2016-17,Barishal,BRRI dhan45,Short,1,7.23,141
2016-17,Satkhira,BRRI dhan45,Short,1,5.94,141
2017-18,Barishal,BRRI dhan45,Short,2,3.31,141
2017-18,Barishal,BRRI dhan45,Short,3,3.88,141
2017-18,Cumilla,BRRI dhan45,Short,1,5.43,141
2017-18,Satkhira,BRRI dhan45,Short,2,6.56,141
2015-16,Barishal,BRRI dhan47,Short,1,5.34,141
2015-16,Barishal,BRRI dhan47,Short,2,5.63,141
2015-16,Barishal,BRRI dhan47,Short,3,5.73,141
2015-16,Kushtia,BRRI dhan50,Medium,1,6.57,141
2015-16,Kushtia,BRRI dhan50,Medium,2,6.35,141
2015-16,Kushtia,BRRI dhan50,Medium,3,6.27,141
2017-18,Sonagazi,BRRI dhan55,Short,1,5.14,141
2017-18,Sonagazi,BRRI dhan55,Short,2,4.81,141
2017-18,Sonagazi,BRRI dhan55,Short,3,4.19,141
2015-16,Satkhira,BRRI dhan59,Medium,1,5.25,141
2016-17,Barishal,BRRI dhan59,Medium,1,5.04,141
2017-18,Sonagazi,BRRI dhan59,Medium,1,5.94,141
2017-18,Sonagazi,BRRI dhan59,Medium,2,5.94,141
2017-18,Sonagazi,BRRI dhan59,Medium,3,6.16,141
2016-17,Barishal,BRRI dhan60,Short,1,5.95,141
2015-16,Kushtia,BRRI dhan61,Medium,1,6.74,141
2015-16,Kushtia,BRRI dhan61,Medium,2,6.96,141
2015-16,Kushtia,BRRI dhan61,Medium,3,6.79,141
2016-17,Barishal,BRRI dhan61,Medium,2,3.4,141
2015-16,Kushtia,BRRI dhan63,Short,1,7.48,141
2015-16,Kushtia,BRRI dhan63,Short,2,7.14,141
2015-16,Kushtia,BRRI dhan63,Short,3,7.05,141
2015-16,Kushtia,BRRI dhan64,Medium,1,5.95,141
2015-16,Kushtia,BRRI dhan64,Medium,2,6.65,141
2015-16,Kushtia,BRRI dhan64,Medium,3,6.26,141
2015-16,Satkhira,BRRI dhan64,Medium,2,7.13,141
2015-16,Habiganj,BRRI dhan67,Short,1,7.3,141
2015-16,Habiganj,BRRI dhan67,Short,2,6,141
2016-17,Habiganj,BRRI dhan67,Short,3,3.31,141
2017-18,Barishal,BRRI dhan67,Short,1,3.57,141
2017-18,Barishal,BRRI dhan67,Short,2,3.44,141
2017-18,Barishal,BRRI dhan67,Short,3,3.98,141
2017-18,Sonagazi,BRRI dhan68,Medium,1,4.9,141
2017-18,Sonagazi,BRRI dhan68,Medium,2,4.14,141
2017-18,Sonagazi,BRRI dhan68,Medium,3,3.58,141
2017-18,Barishal,BRRI dhan74,Medium,2,4.73,141
2017-18,Barishal,BRRI dhan74,Medium,3,4.08,141
2017-18,Satkhira,BRRI dhan74,Medium,1,6.76,141
2015-16,Satkhira,BR1,Medium,2,5.37,142
2015-16,Satkhira,BR12,Long,3,5.91,142
2016-17,Bhanga,BR12,Long,1,4.39,142
2017-18,Satkhira,BR12,Long,3,8.68,142
2015-16,Satkhira,BR14,Long,3,5.81,142
2017-18,Satkhira,BR14,Long,3,5.13,142
2017-18,Satkhira,BR15,Long,1,5.48,142
2017-18,Satkhira,BR15,Long,3,5.09,142
2017-18,Satkhira,BR16,Long,1,5.31,142
2017-18,Rajshahi,BR17,Medium,1,3.93,142
2017-18,Rajshahi,BR17,Medium,2,3.3,142
2017-18,Rajshahi,BR17,Medium,3,3.37,142
2017-18,Satkhira,BR18,Long,3,7.04,142
2017-18,Satkhira,BR19,Long,3,7.09,142
2015-16,Satkhira,BR2,Long,1,6.41,142
2015-16,Satkhira,BR2,Long,3,5.8,142
2017-18,Satkhira,BR2,Long,3,6.23,142
2016-17,Habiganj,BR26,Short,1,3.26,142
2016-17,Habiganj,BR26,Short,2,3.24,142
2017-18,Bhanga,BR26,Short,2,5.12,142
2016-17,Bhanga,BR3,Long,2,5.85,142
2017-18,Satkhira,BR3,Long,3,6.58,142
2015-16,Satkhira,BR6,Short,2,6.06,142
2016-17,Barishal,BR6,Short,1,6.32,142
2016-17,Barishal,BR6,Short,3,2.86,142
2017-18,Bhanga,BR6,Short,1,4.05,142
2017-18,Bhanga,BR6,Short,2,4.43,142
2015-16,Satkhira,BR7,Medium,3,6.08,142
2016-17,Bhanga,BR7,Medium,2,6.13,142
2015-16,Satkhira,BR8,Long,3,7.1,142
2016-17,Bhanga,BR8,Long,3,6.01,142
2017-18,Satkhira,BR9,Medium,2,6.48,142
2017-18,Satkhira,BR9,Medium,3,5.56,142
2016-17,Cumilla,BRRI dhan28,Short,3,4.57,142
2016-17,Habiganj,BRRI dhan28,Short,2,3.94,142
2015-16,Satkhira,BRRI dhan35,Medium,1,7.17,142
2015-16,Satkhira,BRRI dhan35,Medium,2,4.94,142
2015-16,Habiganj,BRRI dhan36,Short,3,5.6,142
2016-17,Satkhira,BRRI dhan36,Short,2,6.34,142
2016-17,Satkhira,BRRI dhan36,Short,3,5.67,142
2017-18,Bhanga,BRRI dhan36,Short,1,4.48,142
2017-18,Bhanga,BRRI dhan36,Short,3,4.91,142
2015-16,Cumilla,BRRI dhan45,Short,1,6.56,142
2015-16,Cumilla,BRRI dhan45,Short,2,5.04,142
2015-16,Cumilla,BRRI dhan45,Short,3,4.36,142
2015-16,Gazipur,BRRI dhan45,Short,1,7.08,142
2015-16,Gazipur,BRRI dhan45,Short,2,7.56,142
2015-16,Gazipur,BRRI dhan45,Short,3,8.26,142
2015-16,Rangpur,BRRI dhan45,Short,2,5.7,142
2016-17,Barishal,BRRI dhan45,Short,2,4.49,142
2016-17,Barishal,BRRI dhan45,Short,3,2.61,142
2016-17,Bhanga,BRRI dhan45,Short,1,6.18,142
2016-17,Bhanga,BRRI dhan45,Short,3,5.53,142
2017-18,Cumilla,BRRI dhan45,Short,3,4.92,142
2017-18,Rajshahi,BRRI dhan45,Short,1,4.88,142
2017-18,Rajshahi,BRRI dhan45,Short,2,3.14,142
2017-18,Satkhira,BRRI dhan47,Short,2,6.56,142
2017-18,Satkhira,BRRI dhan50,Medium,2,5.85,142
2015-16,Habiganj,BRRI dhan55,Short,3,7.1,142
2017-18,Bhanga,BRRI dhan55,Short,2,4.95,142
2015-16,Satkhira,BRRI dhan58,Medium,1,5.9,142
2017-18,Satkhira,BRRI dhan58,Medium,1,7.52,142
2015-16,Satkhira,BRRI dhan59,Medium,3,6.08,142
2016-17,Cumilla,BRRI dhan63,Short,2,4.66,142
2015-16,Satkhira,BRRI dhan64,Medium,1,4.94,142
2015-16,Cumilla,BRRI dhan67,Short,1,3.65,142
2015-16,Cumilla,BRRI dhan67,Short,2,6.83,142
2015-16,Cumilla,BRRI dhan67,Short,3,6.71,142
2015-16,Habiganj,BRRI dhan67,Short,3,6.2,142
2015-16,Satkhira,BRRI dhan67,Short,1,6.45,142
2016-17,Satkhira,BRRI dhan67,Short,3,6.81,142
2015-16,Satkhira,BRRI dhan68,Medium,1,5.57,142
2015-16,Satkhira,BRRI dhan69,Medium,2,6.1,142
2017-18,Satkhira,BRRI dhan69,Medium,2,7.37,142
2017-18,Satkhira,BRRI dhan74,Medium,2,6.38,142
2017-18,Sonagazi,BRRI dhan74,Medium,1,4.44,142
2017-18,Sonagazi,BRRI dhan74,Medium,2,4.47,142
2017-18,Sonagazi,BRRI dhan74,Medium,3,4.14,142
2015-16,Satkhira,BR1,Medium,3,6.43,143
2015-16,Barishal,BR17,Medium,1,5.32,143
2015-16,Barishal,BR17,Medium,2,4.97,143
2015-16,Barishal,BR17,Medium,3,5.95,143
2015-16,Kushtia,BR17,Medium,1,6.67,143
2015-16,Kushtia,BR17,Medium,3,6.86,143
2015-16,Satkhira,BR6,Short,1,6.69,143
2015-16,Satkhira,BR6,Short,3,7.3,143
2016-17,Bhanga,BR7,Medium,1,5.81,143
2016-17,Bhanga,BR7,Medium,3,6.93,143
2015-16,Satkhira,BR8,Long,1,4.46,143
2016-17,Bhanga,BR8,Long,2,6.62,143
2015-16,Satkhira,BR9,Medium,3,6.29,143
2015-16,Rangpur,BRRI dhan28,Short,1,5.71,143
2015-16,Rangpur,BRRI dhan28,Short,2,5.26,143
2017-18,Rajshahi,BRRI dhan28,Short,2,4.76,143
2016-17,Barishal,BRRI dhan28,Short,2,4.7,143
2016-17,Barishal,BRRI dhan28,Short,3,6.26,143
2016-17,Cumilla,BRRI dhan28,Short,2,4.03,143
2015-16,Barishal,BRRI dhan35,Medium,1,6.07,143
2015-16,Barishal,BRRI dhan35,Medium,2,5.38,143
2015-16,Barishal,BRRI dhan35,Medium,3,5.52,143
2015-16,Habiganj,BRRI dhan36,Short,1,6.8,143
2015-16,Habiganj,BRRI dhan36,Short,2,5.5,143
2015-16,Rajshahi,BRRI dhan45,Short,1,4.3,143
2015-16,Rajshahi,BRRI dhan45,Short,2,4.34,143
2015-16,Rajshahi,BRRI dhan45,Short,3,4.52,143
2016-17,Rajshahi,BRRI dhan45,Short,1,5.69,143
2016-17,Rajshahi,BRRI dhan45,Short,2,4.93,143
2016-17,Rajshahi,BRRI dhan45,Short,3,5.5,143
2017-18,Cumilla,BRRI dhan45,Short,2,5.89,143
2017-18,Rajshahi,BRRI dhan45,Short,3,4.36,143
2017-18,Satkhira,BRRI dhan45,Short,3,7.4,143
2017-18,Sonagazi,BRRI dhan47,Short,1,5.73,143
2017-18,Sonagazi,BRRI dhan47,Short,2,4.44,143
2017-18,Sonagazi,BRRI dhan47,Short,3,5.03,143
2017-18,Satkhira,BRRI dhan50,Medium,3,6,143
2015-16,Habiganj,BRRI dhan55,Short,1,6.6,143
2015-16,Habiganj,BRRI dhan55,Short,2,6.2,143
2017-18,Bhanga,BRRI dhan55,Short,3,4.61,143
2015-16,Satkhira,BRRI dhan58,Medium,3,7.42,143
2015-16,Barishal,BRRI dhan59,Medium,1,5.35,143
2015-16,Barishal,BRRI dhan59,Medium,2,4.48,143
2015-16,Barishal,BRRI dhan59,Medium,3,5.14,143
2017-18,Satkhira,BRRI dhan59,Medium,3,6.35,143
2016-17,Barishal,BRRI dhan60,Short,2,5.43,143
2017-18,Satkhira,BRRI dhan60,Short,1,7.42,143
2015-16,Habiganj,BRRI dhan63,Short,2,6.3,143
2015-16,Habiganj,BRRI dhan63,Short,3,6.8,143
2015-16,Satkhira,BRRI dhan63,Short,1,6.15,143
2016-17,Cumilla,BRRI dhan63,Short,1,6.96,143
2017-18,Bhanga,BRRI dhan63,Short,3,5.81,143
2015-16,Satkhira,BRRI dhan64,Medium,3,6.83,143
2017-18,Satkhira,BRRI dhan64,Medium,2,7.25,143
2016-17,Barishal,BRRI dhan67,Short,2,5.98,143
2016-17,Barishal,BRRI dhan67,Short,3,5.88,143
2016-17,Satkhira,BRRI dhan67,Short,1,6.1,143
2017-18,Bhanga,BRRI dhan67,Short,2,4.65,143
2017-18,Kushtia,BRRI dhan67,Short,1,6.67,143
2016-17,Satkhira,BRRI dhan74,Medium,3,6.67,143
2016-17,Barishal,BR1,Medium,3,5.16,144
2017-18,Satkhira,BR1,Medium,1,6.15,144
2017-18,Satkhira,BR14,Long,2,6.55,144
2017-18,Habiganj,BR14,Long,1,5.41,144
2017-18,Habiganj,BR14,Long,2,5.63,144
2017-18,Habiganj,BR14,Long,3,5.61,144
2016-17,Bhanga,BR16,Long,2,6.92,144
2015-16,Rajshahi,BR17,Medium,1,5.6,144
2016-17,Rajshahi,BR17,Medium,2,4.06,144
2017-18,Habiganj,BR17,Medium,2,2.91,144
2015-16,Barishal,BR19,Long,1,4.56,144
2015-16,Barishal,BR19,Long,2,4.83,144
2015-16,Barishal,BR19,Long,3,4.92,144
2015-16,Satkhira,BR2,Long,2,5.4,144
2017-18,Satkhira,BR2,Long,1,5.47,144
2016-17,Barishal,BR26,Short,2,6.16,144
2016-17,Bhanga,BR26,Short,3,5.96,144
2017-18,Rajshahi,BR26,Short,1,4.69,144
2017-18,Rajshahi,BR26,Short,2,5.35,144
2017-18,Satkhira,BR26,Short,3,5.45,144
2017-18,Habiganj,BR26,Short,1,4.29,144
2017-18,Habiganj,BR26,Short,2,4.99,144
2015-16,Satkhira,BR3,Long,1,5.1,144
2016-17,Bhanga,BR3,Long,1,6.26,144
2016-17,Bhanga,BR3,Long,3,6.58,144
2017-18,Satkhira,BR3,Long,1,5.7,144
2015-16,Satkhira,BR7,Medium,1,6.58,144
2015-16,Barishal,BR8,Long,1,5.72,144
2015-16,Barishal,BR8,Long,2,6.84,144
2015-16,Barishal,BR8,Long,3,6.47,144
2015-16,Satkhira,BR8,Long,2,5.23,144
