"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"
"2001-Sonagazi"	"Medium-BR11"	"2001"	2001	1980	"Sonagazi"	"BR11"	"Medium"	3.534496124	3.534496124	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BR25"	"2001"	2001	1992	"Sonagazi"	"BR25"	"Medium"	4.37302325566667	4.37302325566667	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BR3"	"2001"	2001	1973	"Sonagazi"	"BR3"	"Medium"	4.088992248	4.088992248	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BR4"	"2001"	2001	1975	"Sonagazi"	"BR4"	"Medium"	3.70282455233333	3.70282455233333	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BRRI dhan30"	"2001"	2001	1994	"Sonagazi"	"BRRI dhan30"	"Medium"	4.07573643433333	4.07573643433333	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BRRI dhan31"	"2001"	2001	1994	"Sonagazi"	"BRRI dhan31"	"Medium"	4.974147287	4.974147287	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Medium-BRRI dhan32"	"2001"	2001	1994	"Sonagazi"	"BRRI dhan32"	"Medium"	5.42015503866667	5.42015503866667	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Short-BRRI dhan33"	"2001"	2001	1997	"Sonagazi"	"BRRI dhan33"	"Short"	2.482868217	2.482868217	0.164927883915615	0.0272012068928827	36.7630746656926
"2001-Sonagazi"	"Short-BRRI dhan39"	"2001"	2001	1999	"Sonagazi"	"BRRI dhan39"	"Short"	2.16728682166667	2.16728682166667	0.164927883915615	0.0272012068928827	36.7630746656926
"2002-Barisal"	"Aromatic-BR5"	"2002"	2002	1976	"Barisal"	"BR5"	"Aromatic"	2.81666666666667	2.81666666666668	0.281482928237028	0.0792326388888921	12.6210613962044
"2002-Barisal"	"Aromatic-BRRI dhan34"	"2002"	2002	1997	"Barisal"	"BRRI dhan34"	"Aromatic"	3.45	3.45	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Barisal"	"BRRI dhan37"	"Aromatic"	3.76666666666667	3.76666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Aromatic-BRRI dhan38"	"2002"	2002	1998	"Barisal"	"BRRI dhan38"	"Aromatic"	3.9	3.9	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Long-BR10"	"2002"	2002	1980	"Barisal"	"BR10"	"Long"	4.56666666666667	4.56666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Long-BR22"	"2002"	2002	1988	"Barisal"	"BR22"	"Long"	5.46666666666667	5.46666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Long-BR23"	"2002"	2002	1988	"Barisal"	"BR23"	"Long"	5.46666666666667	5.46666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BR11"	"2002"	2002	1980	"Barisal"	"BR11"	"Medium"	4.86666666666667	4.86666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BR25"	"2002"	2002	1992	"Barisal"	"BR25"	"Medium"	4.76666666666667	4.76666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BR3"	"2002"	2002	1973	"Barisal"	"BR3"	"Medium"	3.73333333333333	3.73333333333333	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BR4"	"2002"	2002	1975	"Barisal"	"BR4"	"Medium"	4.9	4.9	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BRRI dhan30"	"2002"	2002	1994	"Barisal"	"BRRI dhan30"	"Medium"	4.46666666666667	4.46666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BRRI dhan31"	"2002"	2002	1994	"Barisal"	"BRRI dhan31"	"Medium"	5.51666666666667	5.51666666666667	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Medium-BRRI dhan32"	"2002"	2002	1994	"Barisal"	"BRRI dhan32"	"Medium"	5.58333333333333	5.58333333333333	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Short-BRRI dhan33"	"2002"	2002	1997	"Barisal"	"BRRI dhan33"	"Short"	3.83333333333333	3.83333333333333	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Barisal"	"Short-BRRI dhan39"	"2002"	2002	1999	"Barisal"	"BRRI dhan39"	"Short"	4.3	4.3	0.281482928237029	0.0792326388888922	12.6210613962044
"2002-Comilla"	"Aromatic-BR5"	"2002"	2002	1976	"Comilla"	"BR5"	"Aromatic"	2.95	2.94999999999999	0.358938442571367	0.128836805555559	7.76175717558262
"2002-Comilla"	"Aromatic-BRRI dhan34"	"2002"	2002	1997	"Comilla"	"BRRI dhan34"	"Aromatic"	3.01666666666667	3.01666666666667	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Aromatic-BRRI dhan37"	"2002"	2002	1998	"Comilla"	"BRRI dhan37"	"Aromatic"	4.25	4.25	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Aromatic-BRRI dhan38"	"2002"	2002	1998	"Comilla"	"BRRI dhan38"	"Aromatic"	4.56666666666667	4.56666666666667	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Long-BR10"	"2002"	2002	1980	"Comilla"	"BR10"	"Long"	4.73333333333333	4.73333333333333	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Long-BR22"	"2002"	2002	1988	"Comilla"	"BR22"	"Long"	5.71666666666667	5.71666666666667	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Long-BR23"	"2002"	2002	1988	"Comilla"	"BR23"	"Long"	5.73333333333333	5.73333333333333	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BR11"	"2002"	2002	1980	"Comilla"	"BR11"	"Medium"	4.58333333333333	4.58333333333333	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BR25"	"2002"	2002	1992	"Comilla"	"BR25"	"Medium"	4.53333333333333	4.53333333333333	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BR3"	"2002"	2002	1973	"Comilla"	"BR3"	"Medium"	3.65	3.65	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BR4"	"2002"	2002	1975	"Comilla"	"BR4"	"Medium"	4.55	4.55	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BRRI dhan30"	"2002"	2002	1994	"Comilla"	"BRRI dhan30"	"Medium"	5.03333333333333	5.03333333333333	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BRRI dhan31"	"2002"	2002	1994	"Comilla"	"BRRI dhan31"	"Medium"	6.11666666666667	6.11666666666667	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Medium-BRRI dhan32"	"2002"	2002	1994	"Comilla"	"BRRI dhan32"	"Medium"	4.6	4.6	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Short-BRRI dhan33"	"2002"	2002	1997	"Comilla"	"BRRI dhan33"	"Short"	4.3	4.3	0.358938442571367	0.128836805555559	7.76175717558261
"2002-Comilla"	"Short-BRRI dhan39"	"2002"	2002	1999	"Comilla"	"BRRI dhan39"	"Short"	4.88333333333333	4.88333333333333	0.358938442571367	0.128836805555559	7.76175717558261
