"Env"	"GG"	"Y"	"tj"	"ri"	"L"	"G"	"Group"	"arimean"	"adjmean"	"se"	"ErrVar"	"w"
"2001-2002-Bhanga"	"Long-BR12"	"2001-2002"	2001	1983	"Bhanga"	"BR12"	"Long"	6	6	0.285697556310732	0.0816230936819239	12.2514346723599
"2001-2002-Bhanga"	"Long-BR14"	"2001-2002"	2001	1983	"Bhanga"	"BR14"	"Long"	7.1	7.1	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR15"	"2001-2002"	2001	1983	"Bhanga"	"BR15"	"Long"	5.63333333333333	5.63333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR16"	"2001-2002"	2001	1983	"Bhanga"	"BR16"	"Long"	6.23333333333333	6.23333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR2"	"2001-2002"	2001	1971	"Bhanga"	"BR2"	"Long"	6.53333333333333	6.53333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR3"	"2001-2002"	2001	1973	"Bhanga"	"BR3"	"Long"	5.83333333333333	5.83333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR7"	"2001-2002"	2001	1977	"Bhanga"	"BR7"	"Long"	7.43333333333333	7.43333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR8"	"2001-2002"	2001	1978	"Bhanga"	"BR8"	"Long"	5.2	5.2	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BR9"	"2001-2002"	2001	1978	"Bhanga"	"BR9"	"Long"	6.63333333333333	6.63333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Bhanga"	"BRRI dhan29"	"Long"	7.96666666666667	7.96666666666667	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Bhanga"	"BRRI dhan35"	"Long"	6.93333333333333	6.93333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Short-BR1"	"2001-2002"	2001	1970	"Bhanga"	"BR1"	"Short"	5.7	5.7	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Short-BR6"	"2001-2002"	2001	1977	"Bhanga"	"BR6"	"Short"	6.3	6.3	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Bhanga"	"BRRI dhan28"	"Short"	6.16666666666667	6.16666666666667	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Stress-BR17"	"2001-2002"	2001	1985	"Bhanga"	"BR17"	"Stress"	7.43333333333333	7.43333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Stress-BR18"	"2001-2002"	2001	1985	"Bhanga"	"BR18"	"Stress"	6.93333333333333	6.93333333333333	0.285697556310732	0.0816230936819241	12.2514346723598
"2001-2002-Bhanga"	"Stress-BR19"	"2001-2002"	2001	1985	"Bhanga"	"BR19"	"Stress"	6.73333333333333	6.73333333333333	0.285697556310732	0.081623093681924	12.2514346723598
"2001-2002-Bhanga"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Bhanga"	"BRRI dhan36"	"Stress"	6.63333333333333	6.63333333333333	0.285697556310732	0.081623093681924	12.2514346723598
"2001-2002-Comilla"	"Long-BR12"	"2001-2002"	2001	1983	"Comilla"	"BR12"	"Long"	4.47333333333333	4.47333333333329	0.161967074843428	0.0262333333333366	38.1194409148618
"2001-2002-Comilla"	"Long-BR14"	"2001-2002"	2001	1983	"Comilla"	"BR14"	"Long"	6.35	6.35	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR15"	"2001-2002"	2001	1983	"Comilla"	"BR15"	"Long"	6.59333333333333	6.59333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR16"	"2001-2002"	2001	1983	"Comilla"	"BR16"	"Long"	6.05333333333333	6.05333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR2"	"2001-2002"	2001	1971	"Comilla"	"BR2"	"Long"	5.47333333333333	5.47333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR3"	"2001-2002"	2001	1973	"Comilla"	"BR3"	"Long"	6.18	6.18	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR7"	"2001-2002"	2001	1977	"Comilla"	"BR7"	"Long"	5.37666666666667	5.37666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR8"	"2001-2002"	2001	1978	"Comilla"	"BR8"	"Long"	3.55333333333333	3.55333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BR9"	"2001-2002"	2001	1978	"Comilla"	"BR9"	"Long"	5.37666666666667	5.37666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Comilla"	"BRRI dhan29"	"Long"	5.79333333333333	5.79333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Comilla"	"BRRI dhan35"	"Long"	6.2	6.2	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Short-BR1"	"2001-2002"	2001	1970	"Comilla"	"BR1"	"Short"	6.28666666666667	6.28666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Short-BR6"	"2001-2002"	2001	1977	"Comilla"	"BR6"	"Short"	4.55333333333333	4.55333333333333	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Comilla"	"BRRI dhan28"	"Short"	5.04666666666667	5.04666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Stress-BR17"	"2001-2002"	2001	1985	"Comilla"	"BR17"	"Stress"	5.61666666666667	5.61666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Stress-BR18"	"2001-2002"	2001	1985	"Comilla"	"BR18"	"Stress"	5.28666666666667	5.28666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Stress-BR19"	"2001-2002"	2001	1985	"Comilla"	"BR19"	"Stress"	5.41	5.41	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Comilla"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Comilla"	"BRRI dhan36"	"Stress"	6.45666666666667	6.45666666666667	0.161967074843428	0.0262333333333367	38.1194409148617
"2001-2002-Habiganj"	"Long-BR12"	"2001-2002"	2001	1983	"Habiganj"	"BR12"	"Long"	4.73333333333333	4.73333333333332	0.180123313687115	0.0324444081336267	30.821952303194
"2001-2002-Habiganj"	"Long-BR14"	"2001-2002"	2001	1983	"Habiganj"	"BR14"	"Long"	5.94	5.94	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR15"	"2001-2002"	2001	1983	"Habiganj"	"BR15"	"Long"	5.14333333333333	5.14333333333333	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR16"	"2001-2002"	2001	1983	"Habiganj"	"BR16"	"Long"	5.55	5.55	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR2"	"2001-2002"	2001	1971	"Habiganj"	"BR2"	"Long"	4.56666666666667	4.56666666666667	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR3"	"2001-2002"	2001	1973	"Habiganj"	"BR3"	"Long"	5.65666666666667	5.65666666666667	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR7"	"2001-2002"	2001	1977	"Habiganj"	"BR7"	"Long"	5.24333333333333	5.24333333333333	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR8"	"2001-2002"	2001	1978	"Habiganj"	"BR8"	"Long"	3.72	3.72	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BR9"	"2001-2002"	2001	1978	"Habiganj"	"BR9"	"Long"	5.33	5.33	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Habiganj"	"BRRI dhan29"	"Long"	6.18666666666667	6.18666666666667	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Habiganj"	"BRRI dhan35"	"Long"	4.97	4.97	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Short-BR1"	"2001-2002"	2001	1970	"Habiganj"	"BR1"	"Short"	5.53	5.53	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Short-BR6"	"2001-2002"	2001	1977	"Habiganj"	"BR6"	"Short"	4.91666666666667	4.91666666666667	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Habiganj"	"BRRI dhan28"	"Short"	5.31333333333333	5.31333333333333	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Stress-BR17"	"2001-2002"	2001	1985	"Habiganj"	"BR17"	"Stress"	5.90666666666667	5.90666666666667	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Stress-BR18"	"2001-2002"	2001	1985	"Habiganj"	"BR18"	"Stress"	4.95	4.95	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Stress-BR19"	"2001-2002"	2001	1985	"Habiganj"	"BR19"	"Stress"	5.52	5.52	0.180123313687115	0.0324444081336268	30.8219523031939
"2001-2002-Habiganj"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Habiganj"	"BRRI dhan36"	"Stress"	5.56	5.56	0.180123313687115	0.0324444081336267	30.8219523031939
"2001-2002-Rajshahi"	"Long-BR12"	"2001-2002"	2001	1983	"Rajshahi"	"BR12"	"Long"	5.23333333333333	5.23333333333331	0.362854014149783	0.131663035584611	7.59514616657436
"2001-2002-Rajshahi"	"Long-BR14"	"2001-2002"	2001	1983	"Rajshahi"	"BR14"	"Long"	6.4	6.4	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR15"	"2001-2002"	2001	1983	"Rajshahi"	"BR15"	"Long"	4.63333333333333	4.63333333333333	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR16"	"2001-2002"	2001	1983	"Rajshahi"	"BR16"	"Long"	5.16666666666667	5.16666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR2"	"2001-2002"	2001	1971	"Rajshahi"	"BR2"	"Long"	5.56666666666667	5.56666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR3"	"2001-2002"	2001	1973	"Rajshahi"	"BR3"	"Long"	5.3	5.3	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR7"	"2001-2002"	2001	1977	"Rajshahi"	"BR7"	"Long"	4.3	4.3	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR8"	"2001-2002"	2001	1978	"Rajshahi"	"BR8"	"Long"	5.36666666666667	5.36666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BR9"	"2001-2002"	2001	1978	"Rajshahi"	"BR9"	"Long"	4.73333333333333	4.73333333333333	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Rajshahi"	"BRRI dhan29"	"Long"	5.26666666666667	5.26666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Rajshahi"	"BRRI dhan35"	"Long"	5.66666666666667	5.66666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Short-BR1"	"2001-2002"	2001	1970	"Rajshahi"	"BR1"	"Short"	5.4	5.4	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Short-BR6"	"2001-2002"	2001	1977	"Rajshahi"	"BR6"	"Short"	6.26666666666667	6.26666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Rajshahi"	"BRRI dhan28"	"Short"	4.6	4.6	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Stress-BR17"	"2001-2002"	2001	1985	"Rajshahi"	"BR17"	"Stress"	4.96666666666667	4.96666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Stress-BR18"	"2001-2002"	2001	1985	"Rajshahi"	"BR18"	"Stress"	5.66666666666667	5.66666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Stress-BR19"	"2001-2002"	2001	1985	"Rajshahi"	"BR19"	"Stress"	5.36666666666667	5.36666666666667	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rajshahi"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Rajshahi"	"BRRI dhan36"	"Stress"	5.93333333333333	5.93333333333333	0.362854014149783	0.131663035584611	7.59514616657434
"2001-2002-Rangpur"	"Long-BR12"	"2001-2002"	2001	1983	"Rangpur"	"BR12"	"Long"	6.14666666666667	6.14666666666663	0.303329921693114	0.092009041394351	10.8684971046921
"2001-2002-Rangpur"	"Long-BR14"	"2001-2002"	2001	1983	"Rangpur"	"BR14"	"Long"	6.71333333333333	6.71333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR15"	"2001-2002"	2001	1983	"Rangpur"	"BR15"	"Long"	6.31	6.31	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR16"	"2001-2002"	2001	1983	"Rangpur"	"BR16"	"Long"	7.38666666666667	7.38666666666667	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR2"	"2001-2002"	2001	1971	"Rangpur"	"BR2"	"Long"	6.54	6.54	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR3"	"2001-2002"	2001	1973	"Rangpur"	"BR3"	"Long"	6.73333333333333	6.73333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR7"	"2001-2002"	2001	1977	"Rangpur"	"BR7"	"Long"	6.81333333333333	6.81333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR8"	"2001-2002"	2001	1978	"Rangpur"	"BR8"	"Long"	4.30333333333333	4.30333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BR9"	"2001-2002"	2001	1978	"Rangpur"	"BR9"	"Long"	7.35	7.35	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Rangpur"	"BRRI dhan29"	"Long"	8.43666666666667	8.43666666666667	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Rangpur"	"BRRI dhan35"	"Long"	6.61333333333333	6.61333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Short-BR1"	"2001-2002"	2001	1970	"Rangpur"	"BR1"	"Short"	5.37333333333333	5.37333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Short-BR6"	"2001-2002"	2001	1977	"Rangpur"	"BR6"	"Short"	5.31333333333333	5.31333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Rangpur"	"BRRI dhan28"	"Short"	4.49	4.49	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Stress-BR17"	"2001-2002"	2001	1985	"Rangpur"	"BR17"	"Stress"	7.65	7.65	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Stress-BR18"	"2001-2002"	2001	1985	"Rangpur"	"BR18"	"Stress"	6.60333333333333	6.60333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Stress-BR19"	"2001-2002"	2001	1985	"Rangpur"	"BR19"	"Stress"	6.90333333333333	6.90333333333333	0.303329921693115	0.0920090413943512	10.8684971046921
"2001-2002-Rangpur"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Rangpur"	"BRRI dhan36"	"Stress"	5.67	5.67	0.303329921693115	0.0920090413943511	10.8684971046921
"2001-2002-Satkhira"	"Long-BR12"	"2001-2002"	2001	1983	"Satkhira"	"BR12"	"Long"	4.25	4.24999999999998	0.0580189161050427	0.00336619462600398	297.071355374096
"2001-2002-Satkhira"	"Long-BR14"	"2001-2002"	2001	1983	"Satkhira"	"BR14"	"Long"	6.55	6.55	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR15"	"2001-2002"	2001	1983	"Satkhira"	"BR15"	"Long"	5.04666666666667	5.04666666666667	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR16"	"2001-2002"	2001	1983	"Satkhira"	"BR16"	"Long"	4.46666666666667	4.46666666666667	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR2"	"2001-2002"	2001	1971	"Satkhira"	"BR2"	"Long"	5.93333333333333	5.93333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR3"	"2001-2002"	2001	1973	"Satkhira"	"BR3"	"Long"	5.56	5.56	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR7"	"2001-2002"	2001	1977	"Satkhira"	"BR7"	"Long"	4.21333333333333	4.21333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR8"	"2001-2002"	2001	1978	"Satkhira"	"BR8"	"Long"	5.96666666666667	5.96666666666667	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BR9"	"2001-2002"	2001	1978	"Satkhira"	"BR9"	"Long"	6.55	6.55	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BRRI dhan29"	"2001-2002"	2001	1994	"Satkhira"	"BRRI dhan29"	"Long"	7.74333333333333	7.74333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Long-BRRI dhan35"	"2001-2002"	2001	1998	"Satkhira"	"BRRI dhan35"	"Long"	5.51	5.51	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Short-BR1"	"2001-2002"	2001	1970	"Satkhira"	"BR1"	"Short"	5.23666666666667	5.23666666666667	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Short-BR6"	"2001-2002"	2001	1977	"Satkhira"	"BR6"	"Short"	5.63	5.63	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Short-BRRI dhan28"	"2001-2002"	2001	1994	"Satkhira"	"BRRI dhan28"	"Short"	7.50333333333333	7.50333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Stress-BR17"	"2001-2002"	2001	1985	"Satkhira"	"BR17"	"Stress"	5.56333333333333	5.56333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Stress-BR18"	"2001-2002"	2001	1985	"Satkhira"	"BR18"	"Stress"	4.33333333333333	4.33333333333333	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Stress-BR19"	"2001-2002"	2001	1985	"Satkhira"	"BR19"	"Stress"	6.5	6.5	0.0580189161050427	0.00336619462600399	297.071355374095
"2001-2002-Satkhira"	"Stress-BRRI dhan36"	"2001-2002"	2001	1998	"Satkhira"	"BRRI dhan36"	"Stress"	5.52666666666667	5.52666666666667	0.0580189161050427	0.00336619462600399	297.071355374095
"2002-2003-Barisal"	"Long-BR12"	"2002-2003"	2002	1983	"Barisal"	"BR12"	"Long"	4.71666666666667	4.71666666666665	0.313910433640852	0.0985397603485878	10.1481878630764
"2002-2003-Barisal"	"Long-BR14"	"2002-2003"	2002	1983	"Barisal"	"BR14"	"Long"	3.34	3.34	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR15"	"2002-2003"	2002	1983	"Barisal"	"BR15"	"Long"	3.61333333333333	3.61333333333333	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR16"	"2002-2003"	2002	1983	"Barisal"	"BR16"	"Long"	4.90666666666667	4.90666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR2"	"2002-2003"	2002	1971	"Barisal"	"BR2"	"Long"	3.34	3.34	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR3"	"2002-2003"	2002	1973	"Barisal"	"BR3"	"Long"	4.99666666666667	4.99666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR7"	"2002-2003"	2002	1977	"Barisal"	"BR7"	"Long"	4.91	4.91	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR8"	"2002-2003"	2002	1978	"Barisal"	"BR8"	"Long"	3.29666666666667	3.29666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BR9"	"2002-2003"	2002	1978	"Barisal"	"BR9"	"Long"	5.51666666666667	5.51666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BRRI dhan29"	"2002-2003"	2002	1994	"Barisal"	"BRRI dhan29"	"Long"	5.75666666666667	5.75666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Long-BRRI dhan35"	"2002-2003"	2002	1998	"Barisal"	"BRRI dhan35"	"Long"	5.26	5.26	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Short-BR1"	"2002-2003"	2002	1970	"Barisal"	"BR1"	"Short"	4.47666666666667	4.47666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Short-BR6"	"2002-2003"	2002	1977	"Barisal"	"BR6"	"Short"	2.98666666666667	2.98666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Short-BRRI dhan28"	"2002-2003"	2002	1994	"Barisal"	"BRRI dhan28"	"Short"	4.29333333333333	4.29333333333333	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Stress-BR17"	"2002-2003"	2002	1985	"Barisal"	"BR17"	"Stress"	4.69666666666667	4.69666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Stress-BR18"	"2002-2003"	2002	1985	"Barisal"	"BR18"	"Stress"	4.57666666666667	4.57666666666667	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Stress-BR19"	"2002-2003"	2002	1985	"Barisal"	"BR19"	"Stress"	4.91	4.91	0.313910433640852	0.098539760348588	10.1481878630764
"2002-2003-Barisal"	"Stress-BRRI dhan36"	"2002-2003"	2002	1998	"Barisal"	"BRRI dhan36"	"Stress"	3.78666666666667	3.78666666666667	0.313910433640852	0.098539760348588	10.1481878630764
