SL	Year	Location	Year of release	Rep	Variety	Group	Yield
53	2007	Kustia	1980	1	BR10	Long	5.05
54	2008	Barisal	1980	1	BR10	Long	3.37
55	2008	Comilla	1980	1	BR10	Long	2.18
56	2008	Gazipur	1980	1	BR10	Long	5.00
57	2008	Rajshahi	1980	1	BR10	Long	4.25
58	2008	Rangpur	1980	1	BR10	Long	4.75
59	2008	Satkhira	1980	1	BR10	Long	4.78
60	2008	Sonagazi	1980	1	BR10	Long	1.70
61	2008	Kustia	1980	1	BR10	Long	5.13
62	2009	Barisal	1980	1	BR10	Long	2.70
63	2009	Comilla	1980	1	BR10	Long	3.46
64	2009	Gazipur	1980	1	BR10	Long	4.00
65	2009	Rajshahi	1980	1	BR10	Long	4.93
66	2009	Rangpur	1980	1	BR10	Long	5.00
67	2009	Satkhira	1980	1	BR10	Long	4.39
68	2009	Sonagazi	1980	1	BR10	Long	1.70
69	2009	Kustia	1980	1	BR10	Long	5.20
70	2010	Barisal	1980	1	BR10	Long	3.27
71	2010	Comilla	1980	1	BR10	Long	4.75
72	2010	Gazipur	1980	1	BR10	Long	4.90
73	2010	Rajshahi	1980	1	BR10	Long	6.31
74	2010	Rangpur	1980	1	BR10	Long	5.20
75	2010	Satkhira	1980	1	BR10	Long	4.58
76	2010	Sonagazi	1980	1	BR10	Long	4.65
77	2010	Kustia	1980	1	BR10	Long	6.00
78	2011	Barisal	1980	1	BR10	Long	3.84
79	2011	Comilla	1980	1	BR10	Long	1.50
80	2011	Gazipur	1980	1	BR10	Long	5.00
81	2011	Rajshahi	1980	1	BR10	Long	7.70
82	2011	Rangpur	1980	1	BR10	Long	3.10
83	2011	Satkhira	1980	1	BR10	Long	4.48
84	2011	Sonagazi	1980	1	BR10	Long	5.80
85	2011	Kustia	1980	1	BR10	Long	4.66
86	2012	Kustia	1980	1	BR10	Long	5.50
87	2012	Sonagazi	1980	1	BR10	Long	4.95
88	2012	Comilla	1980	1	BR10	Long	5.40
89	2012	Gazipur	1980	1	BR10	Long	4.45
90	2012	Rajshahi	1980	1	BR10	Long	4.82
91	2012	Rangpur	1980	1	BR10	Long	2.50
92	2012	Satkhira	1980	1	BR10	Long	3.01
93	2012	Barisal	1980	1	BR10	Long	3.51
94	2013	Kustia	1980	1	BR10	Long	5.70
95	2013	Sonagazi	1980	1	BR10	Long	4.75
96	2013	Comilla	1980	1	BR10	Long	5.06
97	2013	Gazipur	1980	1	BR10	Long	7.00
98	2013	Rajshahi	1980	1	BR10	Long	5.17
99	2013	Rangpur	1980	1	BR10	Long	3.50
100	2013	Barisal	1980	1	BR10	Long	5.57
101	2014	Kustia	1980	1	BR10	Long	4.83
102	2014	Sonagazi	1980	1	BR10	Long	3.23
103	2014	Comilla	1980	1	BR10	Long	4.71
104	2014	Gazipur	1980	1	BR10	Long	7.00
105	2014	Rajshahi	1980	1	BR10	Long	6.82
106	2014	Rangpur	1980	1	BR10	Long	5.60
107	2014	Satkhira	1980	1	BR10	Long	5.23
108	2014	Bhanga	1980	1	BR10	Long	3.75
109	2015	Kustia	1980	1	BR10	Long	6.57
110	2015	Sonagazi	1980	1	BR10	Long	4.01
111	2015	Comilla	1980	1	BR10	Long	5.36
112	2015	Gazipur	1980	1	BR10	Long	6.64
113	2015	Rajshahi	1980	1	BR10	Long	6.41
114	2015	Rangpur	1980	1	BR10	Long	3.20
115	2015	Satkhira	1980	1	BR10	Long	5.08
116	2015	Bhanga	1980	1	BR10	Long	4.90
117	2001	Barisal	1980	2	BR10	Long	3.75
118	2001	Comilla	1980	2	BR10	Long	4.54
119	2001	Gazipur	1980	2	BR10	Long	3.99
120	2001	Rajshahi	1980	2	BR10	Long	3.77
121	2001	Rangpur	1980	2	BR10	Long	3.66
122	2001	Satkhira	1980	2	BR10	Long	6.92
123	2001	Sonagazi	1980	2	BR10	Long	3.99
124	2002	Barisal	1980	2	BR10	Long	4.70
125	2002	Comilla	1980	2	BR10	Long	6.05
126	2002	Gazipur	1980	2	BR10	Long	4.02
127	2002	Rajshahi	1980	2	BR10	Long	4.07
128	2002	Rangpur	1980	2	BR10	Long	3.52
129	2002	Satkhira	1980	2	BR10	Long	6.49
130	2002	Sonagazi	1980	2	BR10	Long	4.29
131	2003	Barisal	1980	2	BR10	Long	4.52
132	2003	Comilla	1980	2	BR10	Long	2.81
133	2003	Gazipur	1980	2	BR10	Long	2.26
134	2003	Rajshahi	1980	2	BR10	Long	3.92
135	2003	Rangpur	1980	2	BR10	Long	3.80
136	2003	Satkhira	1980	2	BR10	Long	7.35
137	2003	Sonagazi	1980	2	BR10	Long	3.15
138	2004	Barisal	1980	2	BR10	Long	3.81
139	2004	Comilla	1980	2	BR10	Long	2.28
140	2004	Gazipur	1980	2	BR10	Long	4.63
141	2004	Rajshahi	1980	2	BR10	Long	4.02
142	2004	Rangpur	1980	2	BR10	Long	3.60
143	2004	Satkhira	1980	2	BR10	Long	6.19
144	2004	Sonagazi	1980	2	BR10	Long	2.78
145	2004	Kustia	1980	2	BR10	Long	3.37
146	2005	Barisal	1980	2	BR10	Long	5.14
147	2005	Comilla	1980	2	BR10	Long	3.68
148	2005	Gazipur	1980	2	BR10	Long	3.76
149	2005	Rajshahi	1980	2	BR10	Long	6.56
150	2005	Rangpur	1980	2	BR10	Long	1.60
151	2005	Satkhira	1980	2	BR10	Long	6.50
152	2005	Sonagazi	1980	2	BR10	Long	3.20
153	2005	Kustia	1980	2	BR10	Long	5.04
154	2006	Barisal	1980	2	BR10	Long	4.55
155	2006	Comilla	1980	2	BR10	Long	1.15
156	2006	Gazipur	1980	2	BR10	Long	5.10
157	2006	Rajshahi	1980	2	BR10	Long	5.10
158	2006	Rangpur	1980	2	BR10	Long	4.60
159	2006	Satkhira	1980	2	BR10	Long	5.80
160	2006	Sonagazi	1980	2	BR10	Long	5.17
161	2006	Kustia	1980	2	BR10	Long	6.10
162	2007	Barisal	1980	2	BR10	Long	3.64
163	2007	Comilla	1980	2	BR10	Long	3.18
164	2007	Gazipur	1980	2	BR10	Long	4.15
165	2007	Rajshahi	1980	2	BR10	Long	5.20
166	2007	Rangpur	1980	2	BR10	Long	2.40
167	2007	Satkhira	1980	2	BR10	Long	3.75
168	2007	Sonagazi	1980	2	BR10	Long	3.48
169	2007	Kustia	1980	2	BR10	Long	4.65
170	2008	Barisal	1980	2	BR10	Long	3.44
171	2008	Comilla	1980	2	BR10	Long	2.08
172	2008	Gazipur	1980	2	BR10	Long	5.10
173	2008	Rajshahi	1980	2	BR10	Long	3.81
174	2008	Rangpur	1980	2	BR10	Long	4.30
175	2008	Satkhira	1980	2	BR10	Long	4.78
176	2008	Sonagazi	1980	2	BR10	Long	1.50
177	2008	Kustia	1980	2	BR10	Long	5.03
178	2009	Barisal	1980	2	BR10	Long	3.25
179	2009	Comilla	1980	2	BR10	Long	3.52
180	2009	Gazipur	1980	2	BR10	Long	4.25
181	2009	Rajshahi	1980	2	BR10	Long	4.51
182	2009	Rangpur	1980	2	BR10	Long	3.75
183	2009	Satkhira	1980	2	BR10	Long	4.26
184	2009	Sonagazi	1980	2	BR10	Long	1.55
185	2009	Kustia	1980	2	BR10	Long	5.40
186	2010	Barisal	1980	2	BR10	Long	3.42
187	2010	Comilla	1980	2	BR10	Long	4.97
188	2010	Gazipur	1980	2	BR10	Long	5.25
189	2010	Rajshahi	1980	2	BR10	Long	5.80
190	2010	Rangpur	1980	2	BR10	Long	4.60
191	2010	Satkhira	1980	2	BR10	Long	4.52
192	2010	Sonagazi	1980	2	BR10	Long	4.79
193	2010	Kustia	1980	2	BR10	Long	6.90
194	2011	Barisal	1980	2	BR10	Long	3.59
195	2011	Comilla	1980	2	BR10	Long	1.73
196	2011	Gazipur	1980	2	BR10	Long	4.30
197	2011	Rajshahi	1980	2	BR10	Long	7.10
198	2011	Rangpur	1980	2	BR10	Long	4.40
199	2011	Satkhira	1980	2	BR10	Long	4.39
200	2011	Sonagazi	1980	2	BR10	Long	5.50
201	2011	Kustia	1980	2	BR10	Long	4.55
202	2012	Kustia	1980	2	BR10	Long	5.30
203	2012	Sonagazi	1980	2	BR10	Long	4.81
204	2012	Comilla	1980	2	BR10	Long	5.19
205	2012	Gazipur	1980	2	BR10	Long	5.99
206	2012	Rajshahi	1980	2	BR10	Long	5.60
207	2012	Rangpur	1980	2	BR10	Long	2.40
208	2012	Satkhira	1980	2	BR10	Long	2.97
209	2012	Barisal	1980	2	BR10	Long	3.54
210	2013	Kustia	1980	2	BR10	Long	5.20
211	2013	Sonagazi	1980	2	BR10	Long	4.68
212	2013	Comilla	1980	2	BR10	Long	5.07
213	2013	Gazipur	1980	2	BR10	Long	6.50
214	2013	Rajshahi	1980	2	BR10	Long	5.54
215	2013	Rangpur	1980	2	BR10	Long	3.00
216	2013	Barisal	1980	2	BR10	Long	5.06
217	2014	Kustia	1980	2	BR10	Long	4.59
218	2014	Sonagazi	1980	2	BR10	Long	3.16
219	2014	Comilla	1980	2	BR10	Long	4.94
220	2014	Gazipur	1980	2	BR10	Long	7.00
221	2014	Rajshahi	1980	2	BR10	Long	5.60
222	2014	Rangpur	1980	2	BR10	Long	5.00
223	2014	Satkhira	1980	2	BR10	Long	5.04
224	2014	Bhanga	1980	2	BR10	Long	4.00
225	2015	Kustia	1980	2	BR10	Long	5.51
226	2015	Sonagazi	1980	2	BR10	Long	4.19
227	2015	Comilla	1980	2	BR10	Long	5.61
228	2015	Gazipur	1980	2	BR10	Long	6.29
229	2015	Rajshahi	1980	2	BR10	Long	5.64
230	2015	Rangpur	1980	2	BR10	Long	2.50
231	2015	Satkhira	1980	2	BR10	Long	5.39
232	2015	Bhanga	1980	2	BR10	Long	4.60
233	2001	Barisal	1980	3	BR10	Long	4.37
234	2001	Comilla	1980	3	BR10	Long	5.22
235	2001	Gazipur	1980	3	BR10	Long	3.65
236	2001	Rajshahi	1980	3	BR10	Long	3.94
237	2001	Rangpur	1980	3	BR10	Long	3.60
238	2001	Satkhira	1980	3	BR10	Long	6.92
239	2001	Sonagazi	1980	3	BR10	Long	3.65
240	2002	Barisal	1980	3	BR10	Long	4.70
241	2002	Comilla	1980	3	BR10	Long	4.00
242	2002	Gazipur	1980	3	BR10	Long	4.26
243	2002	Rajshahi	1980	3	BR10	Long	4.24
244	2002	Rangpur	1980	3	BR10	Long	3.40
245	2002	Satkhira	1980	3	BR10	Long	6.62
246	2002	Sonagazi	1980	3	BR10	Long	3.95
247	2003	Barisal	1980	3	BR10	Long	2.82
248	2003	Comilla	1980	3	BR10	Long	1.83
249	2003	Gazipur	1980	3	BR10	Long	2.53
250	2003	Rajshahi	1980	3	BR10	Long	4.09
251	2003	Rangpur	1980	3	BR10	Long	3.79
252	2003	Satkhira	1980	3	BR10	Long	7.22
253	2003	Sonagazi	1980	3	BR10	Long	1.55
254	2004	Barisal	1980	3	BR10	Long	3.55
255	2004	Comilla	1980	3	BR10	Long	3.05
256	2004	Gazipur	1980	3	BR10	Long	4.71
257	2004	Rajshahi	1980	3	BR10	Long	4.48
258	2004	Rangpur	1980	3	BR10	Long	2.61
259	2004	Satkhira	1980	3	BR10	Long	6.14
260	2004	Sonagazi	1980	3	BR10	Long	2.79
261	2004	Kustia	1980	3	BR10	Long	2.26
262	2005	Barisal	1980	3	BR10	Long	6.08
263	2005	Comilla	1980	3	BR10	Long	3.93
264	2005	Gazipur	1980	3	BR10	Long	3.51
265	2005	Rajshahi	1980	3	BR10	Long	6.28
266	2005	Rangpur	1980	3	BR10	Long	1.69
267	2005	Satkhira	1980	3	BR10	Long	6.39
268	2005	Sonagazi	1980	3	BR10	Long	3.26
269	2005	Kustia	1980	3	BR10	Long	5.47
270	2006	Barisal	1980	3	BR10	Long	4.19
271	2006	Comilla	1980	3	BR10	Long	0.88
272	2006	Gazipur	1980	3	BR10	Long	5.10
273	2006	Rajshahi	1980	3	BR10	Long	5.60
274	2006	Rangpur	1980	3	BR10	Long	5.05
275	2006	Satkhira	1980	3	BR10	Long	5.80
276	2006	Sonagazi	1980	3	BR10	Long	6.32
277	2006	Kustia	1980	3	BR10	Long	6.10
278	2007	Barisal	1980	3	BR10	Long	4.61
279	2007	Comilla	1980	3	BR10	Long	3.06
280	2007	Gazipur	1980	3	BR10	Long	3.90
281	2007	Rajshahi	1980	3	BR10	Long	5.40
282	2007	Rangpur	1980	3	BR10	Long	3.00
283	2007	Satkhira	1980	3	BR10	Long	4.00
284	2007	Sonagazi	1980	3	BR10	Long	3.85
285	2007	Kustia	1980	3	BR10	Long	6.20
286	2008	Barisal	1980	3	BR10	Long	3.68
287	2008	Comilla	1980	3	BR10	Long	1.96
288	2008	Gazipur	1980	3	BR10	Long	5.10
289	2008	Rajshahi	1980	3	BR10	Long	3.82
290	2008	Rangpur	1980	3	BR10	Long	4.35
291	2008	Satkhira	1980	3	BR10	Long	4.90
292	2008	Sonagazi	1980	3	BR10	Long	1.70
293	2008	Kustia	1980	3	BR10	Long	5.60
294	2009	Barisal	1980	3	BR10	Long	2.75
295	2009	Comilla	1980	3	BR10	Long	3.44
296	2009	Gazipur	1980	3	BR10	Long	4.50
297	2009	Rajshahi	1980	3	BR10	Long	4.61
298	2009	Rangpur	1980	3	BR10	Long	4.10
299	2009	Satkhira	1980	3	BR10	Long	4.45
300	2009	Sonagazi	1980	3	BR10	Long	1.65
301	2009	Kustia	1980	3	BR10	Long	5.00
302	2010	Barisal	1980	3	BR10	Long	3.17
303	2010	Comilla	1980	3	BR10	Long	4.91
304	2010	Gazipur	1980	3	BR10	Long	4.65
305	2010	Rajshahi	1980	3	BR10	Long	5.96
306	2010	Rangpur	1980	3	BR10	Long	3.10
307	2010	Satkhira	1980	3	BR10	Long	4.68
308	2010	Sonagazi	1980	3	BR10	Long	4.95
309	2010	Kustia	1980	3	BR10	Long	6.00
310	2011	Barisal	1980	3	BR10	Long	3.59
311	2011	Comilla	1980	3	BR10	Long	1.87
312	2011	Gazipur	1980	3	BR10	Long	4.45
313	2011	Rajshahi	1980	3	BR10	Long	7.30
314	2011	Rangpur	1980	3	BR10	Long	4.20
315	2011	Satkhira	1980	3	BR10	Long	4.56
316	2011	Sonagazi	1980	3	BR10	Long	4.80
317	2011	Kustia	1980	3	BR10	Long	4.50
318	2012	Kustia	1980	3	BR10	Long	5.39
319	2012	Sonagazi	1980	3	BR10	Long	4.65
320	2012	Comilla	1980	3	BR10	Long	5.42
321	2012	Gazipur	1980	3	BR10	Long	4.11
322	2012	Rajshahi	1980	3	BR10	Long	5.15
323	2012	Rangpur	1980	3	BR10	Long	2.50
324	2012	Satkhira	1980	3	BR10	Long	2.94
325	2012	Barisal	1980	3	BR10	Long	3.38
326	2013	Kustia	1980	3	BR10	Long	5.10
327	2013	Sonagazi	1980	3	BR10	Long	4.97
328	2013	Comilla	1980	3	BR10	Long	6.50
329	2013	Gazipur	1980	3	BR10	Long	7.00
330	2013	Rajshahi	1980	3	BR10	Long	5.60
331	2013	Rangpur	1980	3	BR10	Long	3.00
332	2013	Barisal	1980	3	BR10	Long	5.27
333	2014	Kustia	1980	3	BR10	Long	4.84
334	2014	Sonagazi	1980	3	BR10	Long	3.42
335	2014	Comilla	1980	3	BR10	Long	7.58
336	2014	Gazipur	1980	3	BR10	Long	6.60
337	2014	Rajshahi	1980	3	BR10	Long	6.58
338	2014	Rangpur	1980	3	BR10	Long	4.00
339	2014	Satkhira	1980	3	BR10	Long	4.86
340	2014	Bhanga	1980	3	BR10	Long	4.38
341	2015	Kustia	1980	3	BR10	Long	5.89
342	2015	Sonagazi	1980	3	BR10	Long	4.02
343	2015	Comilla	1980	3	BR10	Long	5.37
344	2015	Gazipur	1980	3	BR10	Long	5.99
345	2015	Rajshahi	1980	3	BR10	Long	7.25
346	2015	Rangpur	1980	3	BR10	Long	3.10
347	2015	Satkhira	1980	3	BR10	Long	5.94
348	2015	Bhanga	1980	3	BR10	Long	5.00
2089	2001	Barisal	1980	1	BR11	Medium	3.66
2090	2001	Comilla	1980	1	BR11	Medium	4.32
2091	2001	Gazipur	1980	1	BR11	Medium	3.24
2092	2001	Rajshahi	1980	1	BR11	Medium	3.88
2093	2001	Rangpur	1980	1	BR11	Medium	4.06
2094	2001	Satkhira	1980	1	BR11	Medium	6.91
2095	2001	Sonagazi	1980	1	BR11	Medium	3.23
2096	2002	Barisal	1980	1	BR11	Medium	4.05
2097	2002	Comilla	1980	1	BR11	Medium	3.50
2098	2002	Gazipur	1980	1	BR11	Medium	4.87
2099	2002	Rajshahi	1980	1	BR11	Medium	4.18
2100	2002	Rangpur	1980	1	BR11	Medium	3.76
2101	2002	Satkhira	1980	1	BR11	Medium	6.45
2102	2002	Sonagazi	1980	1	BR11	Medium	3.53
2103	2003	Barisal	1980	1	BR11	Medium	4.53
2104	2003	Comilla	1980	1	BR11	Medium	2.99
2105	2003	Gazipur	1980	1	BR11	Medium	3.23
2106	2003	Rajshahi	1980	1	BR11	Medium	4.03
2107	2003	Rangpur	1980	1	BR11	Medium	4.37
2108	2003	Satkhira	1980	1	BR11	Medium	7.37
2109	2003	Sonagazi	1980	1	BR11	Medium	1.94
2110	2004	Barisal	1980	1	BR11	Medium	3.83
2111	2004	Comilla	1980	1	BR11	Medium	2.37
2112	2004	Gazipur	1980	1	BR11	Medium	4.49
2113	2004	Rajshahi	1980	1	BR11	Medium	4.25
2114	2004	Rangpur	1980	1	BR11	Medium	3.73
2115	2004	Satkhira	1980	1	BR11	Medium	6.73
2116	2004	Sonagazi	1980	1	BR11	Medium	3.87
2117	2004	Kustia	1980	1	BR11	Medium	3.43
2118	2005	Barisal	1980	1	BR11	Medium	5.23
2119	2005	Comilla	1980	1	BR11	Medium	3.88
2120	2005	Gazipur	1980	1	BR11	Medium	4.41
2121	2005	Rajshahi	1980	1	BR11	Medium	5.62
2122	2005	Rangpur	1980	1	BR11	Medium	2.96
2123	2005	Satkhira	1980	1	BR11	Medium	6.30
2124	2005	Sonagazi	1980	1	BR11	Medium	3.73
2125	2005	Kustia	1980	1	BR11	Medium	4.91
2126	2006	Barisal	1980	1	BR11	Medium	3.24
2127	2006	Comilla	1980	1	BR11	Medium	0.51
2128	2006	Gazipur	1980	1	BR11	Medium	4.05
2129	2006	Rajshahi	1980	1	BR11	Medium	5.40
2130	2006	Rangpur	1980	1	BR11	Medium	5.60
2131	2006	Satkhira	1980	1	BR11	Medium	4.80
2132	2006	Sonagazi	1980	1	BR11	Medium	5.87
2133	2006	Kustia	1980	1	BR11	Medium	5.00
2134	2007	Barisal	1980	1	BR11	Medium	2.85
2135	2007	Comilla	1980	1	BR11	Medium	3.28
2136	2007	Gazipur	1980	1	BR11	Medium	4.15
2137	2007	Rajshahi	1980	1	BR11	Medium	5.90
2138	2007	Rangpur	1980	1	BR11	Medium	2.90
2139	2007	Satkhira	1980	1	BR11	Medium	4.25
2140	2007	Sonagazi	1980	1	BR11	Medium	2.89
2141	2007	Kustia	1980	1	BR11	Medium	5.10
2142	2008	Barisal	1980	1	BR11	Medium	2.83
2143	2008	Comilla	1980	1	BR11	Medium	2.36
2144	2008	Gazipur	1980	1	BR11	Medium	4.05
2145	2008	Rajshahi	1980	1	BR11	Medium	4.53
2146	2008	Rangpur	1980	1	BR11	Medium	4.10
2147	2008	Satkhira	1980	1	BR11	Medium	4.53
2148	2008	Sonagazi	1980	1	BR11	Medium	2.10
2149	2008	Kustia	1980	1	BR11	Medium	5.20
2150	2009	Barisal	1980	1	BR11	Medium	2.80
2151	2009	Comilla	1980	1	BR11	Medium	3.58
2152	2009	Gazipur	1980	1	BR11	Medium	4.58
2153	2009	Rajshahi	1980	1	BR11	Medium	5.22
2154	2009	Rangpur	1980	1	BR11	Medium	4.65
2155	2009	Satkhira	1980	1	BR11	Medium	4.39
2156	2009	Sonagazi	1980	1	BR11	Medium	1.60
2157	2009	Kustia	1980	1	BR11	Medium	5.30
2158	2010	Barisal	1980	1	BR11	Medium	3.45
2159	2010	Comilla	1980	1	BR11	Medium	4.80
2160	2010	Gazipur	1980	1	BR11	Medium	5.10
2161	2010	Rajshahi	1980	1	BR11	Medium	7.01
2162	2010	Rangpur	1980	1	BR11	Medium	4.80
2163	2010	Satkhira	1980	1	BR11	Medium	4.46
2164	2010	Sonagazi	1980	1	BR11	Medium	5.12
2165	2010	Kustia	1980	1	BR11	Medium	6.00
2166	2011	Barisal	1980	1	BR11	Medium	4.10
2167	2011	Comilla	1980	1	BR11	Medium	1.87
2168	2011	Gazipur	1980	1	BR11	Medium	5.50
2169	2011	Rajshahi	1980	1	BR11	Medium	8.80
2170	2011	Rangpur	1980	1	BR11	Medium	4.00
2171	2011	Satkhira	1980	1	BR11	Medium	4.42
2172	2011	Sonagazi	1980	1	BR11	Medium	7.00
2173	2011	Kustia	1980	1	BR11	Medium	4.77
2174	2012	Kustia	1980	1	BR11	Medium	4.84
2175	2012	Sonagazi	1980	1	BR11	Medium	4.90
2176	2012	Comilla	1980	1	BR11	Medium	4.27
2177	2012	Gazipur	1980	1	BR11	Medium	4.11
2178	2012	Rajshahi	1980	1	BR11	Medium	4.83
2179	2012	Rangpur	1980	1	BR11	Medium	2.15
2180	2012	Satkhira	1980	1	BR11	Medium	3.07
2181	2012	Barisal	1980	1	BR11	Medium	3.99
2182	2013	Kustia	1980	1	BR11	Medium	5.60
2183	2013	Sonagazi	1980	1	BR11	Medium	4.82
2184	2013	Comilla	1980	1	BR11	Medium	4.25
2185	2013	Gazipur	1980	1	BR11	Medium	5.90
2186	2013	Rajshahi	1980	1	BR11	Medium	4.86
2187	2013	Rangpur	1980	1	BR11	Medium	3.50
2188	2013	Barisal	1980	1	BR11	Medium	5.06
2189	2014	Kustia	1980	1	BR11	Medium	5.73
2190	2014	Sonagazi	1980	1	BR11	Medium	3.80
2191	2014	Comilla	1980	1	BR11	Medium	4.23
2192	2014	Gazipur	1980	1	BR11	Medium	7.00
2193	2014	Rajshahi	1980	1	BR11	Medium	4.64
2194	2014	Rangpur	1980	1	BR11	Medium	5.20
2195	2014	Satkhira	1980	1	BR11	Medium	6.24
2196	2014	Bhanga	1980	1	BR11	Medium	3.50
2197	2015	Kustia	1980	1	BR11	Medium	6.35
2198	2015	Sonagazi	1980	1	BR11	Medium	3.06
2199	2015	Comilla	1980	1	BR11	Medium	4.92
2200	2015	Gazipur	1980	1	BR11	Medium	7.38
2201	2015	Rajshahi	1980	1	BR11	Medium	6.75
2202	2015	Rangpur	1980	1	BR11	Medium	3.20
2203	2015	Satkhira	1980	1	BR11	Medium	6.04
2204	2015	Bhanga	1980	1	BR11	Medium	3.75
2205	2001	Barisal	1980	2	BR11	Medium	3.72
2206	2001	Comilla	1980	2	BR11	Medium	4.89
2207	2001	Gazipur	1980	2	BR11	Medium	4.00
2208	2001	Rajshahi	1980	2	BR11	Medium	3.96
2209	2001	Rangpur	1980	2	BR11	Medium	3.95
2210	2001	Satkhira	1980	2	BR11	Medium	7.05
2211	2001	Sonagazi	1980	2	BR11	Medium	4.00
2212	2002	Barisal	1980	2	BR11	Medium	5.05
2213	2002	Comilla	1980	2	BR11	Medium	5.40
2214	2002	Gazipur	1980	2	BR11	Medium	3.98
2215	2002	Rajshahi	1980	2	BR11	Medium	4.26
2216	2002	Rangpur	1980	2	BR11	Medium	3.79
2217	2002	Satkhira	1980	2	BR11	Medium	6.59
2218	2002	Sonagazi	1980	2	BR11	Medium	4.30
2219	2003	Barisal	1980	2	BR11	Medium	5.16
2220	2003	Comilla	1980	2	BR11	Medium	2.31
2221	2003	Gazipur	1980	2	BR11	Medium	2.05
2222	2003	Rajshahi	1980	2	BR11	Medium	4.11
2223	2003	Rangpur	1980	2	BR11	Medium	4.12
2224	2003	Satkhira	1980	2	BR11	Medium	7.52
2225	2003	Sonagazi	1980	2	BR11	Medium	1.86
2226	2004	Barisal	1980	2	BR11	Medium	3.22
2227	2004	Comilla	1980	2	BR11	Medium	2.11
2228	2004	Gazipur	1980	2	BR11	Medium	4.30
2229	2004	Rajshahi	1980	2	BR11	Medium	2.87
2230	2004	Rangpur	1980	2	BR11	Medium	3.32
2231	2004	Satkhira	1980	2	BR11	Medium	6.58
2232	2004	Sonagazi	1980	2	BR11	Medium	3.32
2233	2004	Kustia	1980	2	BR11	Medium	3.21
2234	2005	Barisal	1980	2	BR11	Medium	3.87
2235	2005	Comilla	1980	2	BR11	Medium	3.60
2236	2005	Gazipur	1980	2	BR11	Medium	4.74
2237	2005	Rajshahi	1980	2	BR11	Medium	5.77
2238	2005	Rangpur	1980	2	BR11	Medium	1.23
2239	2005	Satkhira	1980	2	BR11	Medium	6.39
2240	2005	Sonagazi	1980	2	BR11	Medium	3.88
2241	2005	Kustia	1980	2	BR11	Medium	4.74
2242	2006	Barisal	1980	2	BR11	Medium	4.20
2243	2006	Comilla	1980	2	BR11	Medium	0.49
2244	2006	Gazipur	1980	2	BR11	Medium	3.75
2245	2006	Rajshahi	1980	2	BR11	Medium	5.50
2246	2006	Rangpur	1980	2	BR11	Medium	3.90
